"Method","dH","CI95.dH","dS","CI95.dS","dG","CI95.dG","Tm_at_0.1mM","CI95.Tm_at_0.1mM","S.time","n.comb"
"1 Individual fits",-55.97,"-56.98 to -55.19",-154.34,"-157.43 to -151.9",-8.11,"-8.15 to -8.07",51.07,"50.86 to 51.16",8.213,197
"2 Tm versus ln[Ct]",-55.95,"-57.16 to -55.2",-154.28,"-158.01 to -151.96",-8.1,"-8.15 to -8.06",51.03,"50.81 to 51.09",8.213,197
"3 Global fit",-56.73,"-57.83 to -55.98",-156.5,"-159.84 to -154.1",-8.19,"-8.27 to -8.08",51.36,"50.93 to 51.66",8.213,197
