Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,11,-0.0006,,,,,
1,1,11.3,-0.0006,,,,,
1,1,11.8,-0.0006,,,,,
1,1,12.2,-0.0006,,,,,
1,1,12.7,-0.0007,,,,,
1,1,13.2,-0.0006,,,,,
1,1,13.7,-0.0007,,,,,
1,1,14.1,-0.0005,,,,,
1,1,14.6,-0.0004,,,,,
1,1,15.1,-0.0005,,,,,
1,1,15.5,-0.0002,,,,,
1,1,16,-0.0001,,,,,
1,1,16.5,-0.0001,,,,,
1,1,16.9,-0.0001,,,,,
1,1,17.4,0,,,,,
1,1,17.9,0.0001,,,,,
1,1,18.4,0.0004,,,,,
1,1,18.9,0.0001,,,,,
1,1,19.3,0.0001,,,,,
1,1,19.8,-0.0001,,,,,
1,1,20.2,-0.0001,,,,,
1,1,20.7,0,,,,,
1,1,21.2,0,,,,,
1,1,21.6,0,,,,,
1,1,22.1,0.0006,,,,,
1,1,22.6,0.0004,,,,,
1,1,23,0.0002,,,,,
1,1,23.5,0.0003,,,,,
1,1,24,0.0003,,,,,
1,1,24.5,0.0004,,,,,
1,1,25,0.0009,,,,,
1,1,25.5,0.0008,,,,,
1,1,26,0.0006,,,,,
1,1,26.4,0.0006,,,,,
1,1,26.8,0.0007,,,,,
1,1,27.3,0.0007,,,,,
1,1,27.8,0.0007,,,,,
1,1,28.4,0.0009,,,,,
1,1,28.8,0.0008,,,,,
1,1,29.3,0.0012,,,,,
1,1,29.8,0.0012,,,,,
1,1,30.3,0.001,,,,,
1,1,30.8,0.0012,,,,,
1,1,31.2,0.0015,,,,,
1,1,31.8,0.0013,,,,,
1,1,32.2,0.0016,,,,,
1,1,32.8,0.0015,,,,,
1,1,33.3,0.0013,,,,,
1,1,33.7,0.0017,,,,,
1,1,34.2,0.0016,,,,,
1,1,34.7,0.0016,,,,,
1,1,35.2,0.002,,,,,
1,1,35.7,0.0018,,,,,
1,1,36.2,0.0021,,,,,
1,1,36.7,0.002,,,,,
1,1,37.2,0.0023,,,,,
1,1,37.6,0.0022,,,,,
1,1,38.1,0.0028,,,,,
1,1,38.6,0.0026,,,,,
1,1,39.1,0.0024,,,,,
1,1,39.6,0.0024,,,,,
1,1,40.1,0.0026,,,,,
1,1,40.6,0.0025,,,,,
1,1,41.1,0.003,,,,,
1,1,41.5,0.0027,,,,,
1,1,42,0.0028,,,,,
1,1,42.6,0.0027,,,,,
1,1,43.1,0.0036,,,,,
1,1,43.6,0.003,,,,,
1,1,44,0.003,,,,,
1,1,44.5,0.0036,,,,,
1,1,45.1,0.0032,,,,,
1,1,45.5,0.0035,,,,,
1,1,46.1,0.0036,,,,,
1,1,46.5,0.0035,,,,,
1,1,47,0.0037,,,,,
1,1,47.5,0.0036,,,,,
1,1,48,0.0036,,,,,
1,1,48.5,0.0035,,,,,
1,1,49,0.0035,,,,,
1,1,49.5,0.0039,,,,,
1,1,50,0.0047,,,,,
1,1,50.5,0.0041,,,,,
1,1,51,0.0042,,,,,
1,1,51.5,0.0042,,,,,
1,1,52,0.0048,,,,,
1,1,52.5,0.0045,,,,,
1,1,53,0.0046,,,,,
1,1,53.5,0.0047,,,,,
1,1,54,0.0047,,,,,
1,1,54.5,0.0048,,,,,
1,1,55,0.0051,,,,,
1,1,55.5,0.0053,,,,,
1,1,56,0.0051,,,,,
1,1,56.5,0.0053,,,,,
1,1,56.9,0.0054,,,,,
1,1,57.5,0.0056,,,,,
1,1,57.9,0.0057,,,,,
1,1,58.4,0.0058,,,,,
1,1,59,0.0059,,,,,
