"Sample","Ct","dH","dS","dG","Tm"
"238",2.08e-05,-39.71,-118.34,-3.03,62.44
"239",9.11e-06,-25.85,-77.19,-1.92,61.73
"247",2.84e-05,-36.72,-110.04,-2.6,60.5
"250",4.88e-05,-38.36,-114.89,-2.74,60.72
"251",1.74e-05,-37.24,-111.16,-2.78,61.83
"252",3.73e-06,-35.54,-105.45,-2.85,63.87
