Sample,Pathlength,Temperature,Absorbance
1,0.1,13,1.5498
1,0.1,10.5,1.573
1,0.1,11,1.5883
1,0.1,11.4,1.6037
1,0.1,11.9,1.6159
1,0.1,12.4,1.6254
1,0.1,12.9,1.6161
1,0.1,13.4,1.6093
1,0.1,13.9,1.593
1,0.1,14.4,1.5762
1,0.1,14.9,1.5611
1,0.1,15.4,1.5533
1,0.1,15.8,1.5555
1,0.1,16.3,1.5564
1,0.1,16.8,1.5603
1,0.1,17.3,1.5598
1,0.1,17.8,1.5632
1,0.1,18.3,1.5643
1,0.1,18.8,1.5669
1,0.1,19.2,1.5675
1,0.1,19.8,1.5712
1,0.1,20.2,1.5744
1,0.1,20.7,1.576
1,0.1,21.3,1.5775
1,0.1,21.8,1.5803
1,0.1,22.3,1.5823
1,0.1,22.8,1.5846
1,0.1,23.3,1.5864
1,0.1,23.9,1.5895
1,0.1,24.4,1.5917
1,0.1,24.7,1.5926
1,0.1,25.2,1.5959
1,0.1,25.7,1.5987
1,0.1,26.2,1.6024
1,0.1,26.7,1.6033
1,0.1,27.2,1.6054
1,0.1,27.7,1.6083
1,0.1,28.2,1.6122
1,0.1,28.7,1.612
1,0.1,29.1,1.6151
1,0.1,29.6,1.6167
1,0.1,30.1,1.6185
1,0.1,30.7,1.6207
1,0.1,31.1,1.623
1,0.1,31.6,1.6253
1,0.1,32.1,1.6285
1,0.1,32.6,1.632
1,0.1,33.1,1.6345
1,0.1,33.5,1.638
1,0.1,34,1.6401
1,0.1,34.6,1.6438
1,0.1,35.1,1.6474
1,0.1,35.5,1.649
1,0.1,36,1.6531
1,0.1,36.5,1.6556
1,0.1,37,1.6595
1,0.1,37.4,1.6625
1,0.1,37.9,1.6653
1,0.1,38.4,1.6666
1,0.1,38.9,1.6678
1,0.1,39.4,1.6706
1,0.1,39.9,1.6748
1,0.1,40.4,1.6761
1,0.1,40.9,1.6817
1,0.1,41.4,1.6846
1,0.1,41.9,1.688
1,0.1,42.3,1.6907
1,0.1,42.8,1.6949
1,0.1,43.4,1.6977
1,0.1,43.8,1.7007
1,0.1,44.4,1.7038
1,0.1,44.8,1.7083
1,0.1,45.3,1.7128
1,0.1,45.8,1.7175
1,0.1,46.3,1.7221
1,0.1,46.8,1.7301
1,0.1,47.3,1.7348
1,0.1,47.8,1.743
1,0.1,48.3,1.748
1,0.1,48.8,1.7547
1,0.1,49.3,1.7598
1,0.1,49.8,1.7634
1,0.1,50.2,1.7685
1,0.1,50.7,1.7755
1,0.1,51.2,1.7773
1,0.1,51.7,1.7863
1,0.1,52.2,1.7936
1,0.1,52.7,1.7992
1,0.1,53.2,1.8067
1,0.1,53.7,1.8143
1,0.1,54.2,1.8223
1,0.1,54.7,1.8301
1,0.1,55.2,1.8364
1,0.1,55.6,1.8445
1,0.1,56.2,1.855
1,0.1,56.7,1.8636
1,0.1,57.1,1.8723
1,0.1,57.7,1.8814
1,0.1,58.2,1.8928
1,0.1,58.6,1.9045
1,0.1,59.1,1.9118
1,0.1,59.6,1.9241
1,0.1,60.1,1.9341
1,0.1,60.6,1.9445
1,0.1,61.1,1.9551
1,0.1,61.6,1.9631
1,0.1,62.1,1.9743
1,0.1,62.6,1.9857
1,0.1,63,1.9973
1,0.1,63.6,2.0032
1,0.1,64.1,2.0092
1,0.1,64.5,2.0247
1,0.1,65,2.0341
1,0.1,65.5,2.0407
1,0.1,66,2.0507
1,0.1,66.5,2.0643
1,0.1,67.1,2.0747
1,0.1,67.5,2.0819
1,0.1,68,2.0928
1,0.1,68.5,2.104
1,0.1,69,2.1077
1,0.1,69.5,2.1193
1,0.1,69.9,2.1272
1,0.1,70.5,2.1352
1,0.1,70.9,2.1435
1,0.1,71.5,2.1476
1,0.1,72,2.1604
1,0.1,72.5,2.169
1,0.1,72.9,2.169
1,0.1,73.4,2.1779
1,0.1,73.9,2.1869
1,0.1,74.4,2.1962
1,0.1,74.9,2.2056
1,0.1,75.4,2.2152
1,0.1,75.9,2.2153
1,0.1,76.4,2.22
1,0.1,76.9,2.2251
1,0.1,77.4,2.2403
1,0.1,77.7,2.2455
1,0.1,78.4,2.2507
1,0.1,78.9,2.2561
1,0.1,79.4,2.2615
1,0.1,79.8,2.2725
1,0.1,80.4,2.2895
1,0.1,80.8,2.2953
1,0.1,81.3,2.2953
1,0.1,81.9,2.3012
1,0.1,82.3,2.3011
1,0.1,82.8,2.3132
1,0.1,83.2,2.3132
1,0.1,83.7,2.3257
1,0.1,84.2,2.3319
1,0.1,84.7,2.3384
1,0.1,85.2,2.3318
1,0.1,85.7,2.3383
1,0.1,86.2,2.3515
1,0.1,86.6,2.365
1,0.1,86.9,2.365
1,0.1,87.1,2.3651
1,0.1,87.2,2.372
1,0.1,87.5,2.3651
1,0.1,87.7,2.379
1,0.1,88.2,2.3861
1,0.1,88.9,2.4009
1,0.1,89.3,2.4008
1,0.1,89.6,2.4084
1,0.1,90.1,2.4161
1,0.1,90.6,2.4318
1,0.1,91.3,2.4318
1,0.1,91.5,2.4481
1,0.1,92.2,2.4566
1,0.1,92.9,2.4565
1,0.1,93,2.4738
1,0.1,93.6,2.4828
1,0.1,94,2.5013
1,0.1,94.4,2.5205
1,0.1,94.9,2.5205
1,0.1,95.2,2.5406
1,0.1,95.5,2.5406
1,0.1,95.6,2.5406
1,0.1,95.8,2.5618
1,0.1,95.9,2.5727
1,0.1,96.1,2.5727
1,0.1,96.1,2.5727
1,0.1,96.2,2.5727
1,0.1,96.4,2.5955
1,0.1,96.4,2.5955
1,0.1,96.5,2.6074
1,0.1,96.5,2.6196
1,0.1,96.7,2.6196
1,0.1,96.7,2.6584
1,0.1,96.8,2.6584
1,0.1,96.8,2.6583
1,0.1,96.8,2.6583
1,0.1,96.8,2.6721
1,0.1,97,2.7011
1,0.1,97,2.701
1,0.1,97,2.7162
1,0.1,97,2.732
1,0.1,97,2.7319
1,0.1,97.1,2.7483
4,0.5,13,1.7721
4,0.5,10.5,1.792
4,0.5,11,1.765
4,0.5,11.4,1.732
4,0.5,11.9,1.7153
4,0.5,12.4,1.711
4,0.5,12.9,1.7155
4,0.5,13.4,1.7191
4,0.5,13.9,1.721
4,0.5,14.4,1.7235
4,0.5,14.9,1.7254
4,0.5,15.4,1.7294
4,0.5,15.8,1.731
4,0.5,16.3,1.7325
4,0.5,16.8,1.7369
4,0.5,17.3,1.7375
4,0.5,17.8,1.7393
4,0.5,18.3,1.7442
4,0.5,18.8,1.7452
4,0.5,19.2,1.7474
4,0.5,19.8,1.7496
4,0.5,20.2,1.7527
4,0.5,20.7,1.7572
4,0.5,21.3,1.7592
4,0.5,21.8,1.7598
4,0.5,22.3,1.763
4,0.5,22.8,1.7664
4,0.5,23.3,1.7695
4,0.5,23.9,1.7737
4,0.5,24.4,1.7755
4,0.5,24.7,1.7769
4,0.5,25.2,1.7821
4,0.5,25.7,1.7843
4,0.5,26.2,1.7863
4,0.5,26.7,1.7896
4,0.5,27.2,1.7912
4,0.5,27.7,1.7935
4,0.5,28.2,1.7957
4,0.5,28.7,1.7955
4,0.5,29.1,1.7986
4,0.5,29.6,1.8028
4,0.5,30.1,1.8033
4,0.5,30.7,1.8068
4,0.5,31.1,1.8086
4,0.5,31.6,1.8122
4,0.5,32.1,1.8129
4,0.5,32.6,1.8165
4,0.5,33.1,1.8183
4,0.5,33.5,1.818
4,0.5,34,1.8227
4,0.5,34.6,1.8225
4,0.5,35.1,1.8262
4,0.5,35.5,1.8285
4,0.5,36,1.8325
4,0.5,36.5,1.8344
4,0.5,37,1.8383
4,0.5,37.4,1.8386
4,0.5,37.9,1.8387
4,0.5,38.4,1.8427
4,0.5,38.9,1.8425
4,0.5,39.4,1.8466
4,0.5,39.9,1.8488
4,0.5,40.4,1.8487
4,0.5,40.9,1.8528
4,0.5,41.4,1.8592
4,0.5,41.9,1.8619
4,0.5,42.3,1.8639
4,0.5,42.8,1.8659
4,0.5,43.4,1.8701
4,0.5,43.8,1.8702
4,0.5,44.4,1.8746
4,0.5,44.8,1.8791
4,0.5,45.3,1.8836
4,0.5,45.8,1.8859
4,0.5,46.3,1.8905
4,0.5,46.8,1.8928
4,0.5,47.3,1.8998
4,0.5,47.8,1.9021
4,0.5,48.3,1.9093
4,0.5,48.8,1.9142
4,0.5,49.3,1.9216
4,0.5,49.8,1.9242
4,0.5,50.2,1.9317
4,0.5,50.7,1.9342
4,0.5,51.2,1.942
4,0.5,51.7,1.9472
4,0.5,52.2,1.9524
4,0.5,52.7,1.9606
4,0.5,53.2,1.9687
4,0.5,53.7,1.9742
4,0.5,54.2,1.98
4,0.5,54.7,1.9884
4,0.5,55.2,1.9945
4,0.5,55.6,2.0003
4,0.5,56.2,2.0093
4,0.5,56.7,2.0185
4,0.5,57.1,2.0247
4,0.5,57.7,2.0376
4,0.5,58.2,2.044
4,0.5,58.6,2.054
4,0.5,59.1,2.0608
4,0.5,59.6,2.0747
4,0.5,60.1,2.0854
4,0.5,60.6,2.0964
4,0.5,61.1,2.1039
4,0.5,61.6,2.1153
4,0.5,62.1,2.1233
4,0.5,62.6,2.1312
4,0.5,63,2.1476
4,0.5,63.6,2.1476
4,0.5,64.1,2.1646
4,0.5,64.5,2.1733
4,0.5,65,2.1913
4,0.5,65.5,2.1961
4,0.5,66,2.2056
4,0.5,66.5,2.2202
4,0.5,67.1,2.2352
4,0.5,67.5,2.2456
4,0.5,68,2.2509
4,0.5,68.5,2.267
4,0.5,69,2.2725
4,0.5,69.5,2.2781
4,0.5,69.9,2.2895
4,0.5,70.5,2.3073
4,0.5,70.9,2.3134
4,0.5,71.5,2.3196
4,0.5,72,2.3322
4,0.5,72.5,2.3517
4,0.5,72.9,2.345
4,0.5,73.4,2.3585
4,0.5,73.9,2.3653
4,0.5,74.4,2.3793
4,0.5,74.9,2.3938
4,0.5,75.4,2.4011
4,0.5,75.9,2.4012
4,0.5,76.4,2.4163
4,0.5,76.9,2.4164
4,0.5,77.4,2.4322
4,0.5,77.7,2.4486
4,0.5,78.4,2.4569
4,0.5,78.9,2.4656
4,0.5,79.4,2.4833
4,0.5,79.8,2.4925
4,0.5,80.4,2.4925
4,0.5,80.8,2.5113
4,0.5,81.3,2.5211
4,0.5,81.9,2.521
4,0.5,82.3,2.521
4,0.5,82.8,2.5413
4,0.5,83.2,2.5517
4,0.5,83.7,2.5517
4,0.5,84.2,2.5517
4,0.5,84.7,2.5624
4,0.5,85.2,2.5623
4,0.5,85.7,2.5733
4,0.5,86.2,2.5846
4,0.5,86.6,2.6081
4,0.5,86.9,2.608
4,0.5,87.1,2.6203
4,0.5,87.2,2.6203
4,0.5,87.5,2.6081
4,0.5,87.7,2.6329
4,0.5,88.2,2.6328
4,0.5,88.9,2.6328
4,0.5,89.3,2.6591
4,0.5,89.6,2.6591
4,0.5,90.1,2.6457
4,0.5,90.6,2.6728
4,0.5,91.3,2.6728
4,0.5,91.5,2.687
4,0.5,92.2,2.7017
4,0.5,92.9,2.687
4,0.5,93,2.7169
4,0.5,93.6,2.7327
4,0.5,94,2.7491
4,0.5,94.4,2.766
4,0.5,94.9,2.766
4,0.5,95.2,2.7837
4,0.5,95.5,2.7837
4,0.5,95.6,2.7836
4,0.5,95.8,2.8214
4,0.5,95.9,2.802
4,0.5,96.1,2.802
4,0.5,96.1,2.7835
4,0.5,96.2,2.802
4,0.5,96.4,2.8212
4,0.5,96.4,2.802
4,0.5,96.5,2.8212
4,0.5,96.5,2.8019
4,0.5,96.7,2.8414
4,0.5,96.7,2.8625
4,0.5,96.8,2.8413
4,0.5,96.8,2.8413
4,0.5,96.8,2.8625
4,0.5,96.8,2.8624
4,0.5,97,2.8848
4,0.5,97,2.8846
4,0.5,97,2.8846
4,0.5,97,2.8846
4,0.5,97,2.8846
4,0.5,97.1,2.908
7,1,13,0.9633
7,1,10.5,1.0019
7,1,11,1.0167
7,1,11.4,1.027
7,1,11.9,1.0413
7,1,12.4,1.053
7,1,12.9,1.0602
7,1,13.4,1.0652
7,1,13.9,1.0631
7,1,14.4,1.0631
7,1,14.9,1.0635
7,1,15.4,1.0626
7,1,15.8,1.0602
7,1,16.3,1.0536
7,1,16.8,1.0422
7,1,17.3,1.0251
7,1,17.8,1.0037
7,1,18.3,0.9727
7,1,18.8,0.9297
7,1,19.2,0.8853
7,1,19.8,0.8479
7,1,20.2,0.8446
7,1,20.7,0.8456
7,1,21.3,0.8462
7,1,21.8,0.8477
7,1,22.3,0.8484
7,1,22.8,0.8501
7,1,23.3,0.8505
7,1,23.9,0.8512
7,1,24.4,0.8524
7,1,24.7,0.8528
7,1,25.2,0.854
7,1,25.7,0.8545
7,1,26.2,0.8555
7,1,26.7,0.856
7,1,27.2,0.8566
7,1,27.7,0.8577
7,1,28.2,0.8585
7,1,28.7,0.8591
7,1,29.1,0.8596
7,1,29.6,0.8602
7,1,30.1,0.8616
7,1,30.7,0.862
7,1,31.1,0.8633
7,1,31.6,0.8636
