Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,10.2,0.0004,,,,,
1,1,10.5,0.0005,,,,,
1,1,11,0.0004,,,,,
1,1,11.4,0.0004,,,,,
1,1,11.9,0.0004,,,,,
1,1,12.5,0.0002,,,,,
1,1,12.9,0.0002,,,,,
1,1,13.4,0.0001,,,,,
1,1,13.9,0,,,,,
1,1,14.4,0.0002,,,,,
1,1,15,0,,,,,
1,1,15.4,0,,,,,
1,1,16,-0.0001,,,,,
1,1,16.5,-0.0001,,,,,
1,1,17,0,,,,,
1,1,17.5,0,,,,,
1,1,18,0.0001,,,,,
1,1,18.5,0.0001,,,,,
1,1,19,-0.0001,,,,,
1,1,19.5,-0.0001,,,,,
1,1,20,-0.0003,,,,,
1,1,20.5,-0.0003,,,,,
1,1,21,-0.0003,,,,,
1,1,21.6,-0.0001,,,,,
1,1,22.1,-0.0002,,,,,
1,1,22.6,-0.0003,,,,,
1,1,23.1,-0.0004,,,,,
1,1,23.6,-0.0005,,,,,
1,1,24.1,-0.0005,,,,,
1,1,24.6,-0.0004,,,,,
1,1,25,-0.0005,,,,,
1,1,25.5,-0.0004,,,,,
1,1,26,-0.0004,,,,,
1,1,26.4,-0.0005,,,,,
1,1,26.8,-0.0005,,,,,
1,1,27.3,-0.0007,,,,,
1,1,27.9,-0.0007,,,,,
1,1,28.3,-0.0006,,,,,
1,1,28.8,-0.0006,,,,,
1,1,29.3,-0.0007,,,,,
1,1,29.8,-0.0006,,,,,
1,1,30.3,-0.0007,,,,,
1,1,30.8,-0.0006,,,,,
1,1,31.2,-0.0006,,,,,
1,1,31.8,-0.0006,,,,,
1,1,32.3,-0.0006,,,,,
1,1,32.8,-0.0006,,,,,
1,1,33.2,-0.0005,,,,,
1,1,33.7,-0.0006,,,,,
1,1,34.2,-0.0007,,,,,
1,1,34.7,-0.0005,,,,,
1,1,35.2,-0.0005,,,,,
1,1,35.7,-0.0006,,,,,
1,1,36.2,-0.0007,,,,,
1,1,36.7,-0.0004,,,,,
1,1,37.2,-0.0005,,,,,
1,1,37.6,-0.0005,,,,,
1,1,38.1,-0.0003,,,,,
1,1,38.6,-0.0004,,,,,
1,1,39.1,-0.0004,,,,,
1,1,39.6,-0.0003,,,,,
1,1,40.1,-0.0005,,,,,
1,1,40.6,-0.0002,,,,,
1,1,41.1,0,,,,,
1,1,41.6,0,,,,,
1,1,42,-0.0002,,,,,
1,1,42.6,-0.0003,,,,,
1,1,43.1,-0.0002,,,,,
1,1,43.5,-0.0002,,,,,
1,1,44,0,,,,,
1,1,44.5,-0.0002,,,,,
1,1,45.1,-0.0001,,,,,
1,1,45.5,0.0001,,,,,
1,1,46,0.0001,,,,,
1,1,46.5,0.0001,,,,,
1,1,47.1,0.0003,,,,,
1,1,47.5,0.0003,,,,,
1,1,48.1,0.0002,,,,,
1,1,48.5,0.0003,,,,,
1,1,49,0.0002,,,,,
1,1,49.5,0.0006,,,,,
1,1,50,0.0003,,,,,
1,1,50.5,0.0003,,,,,
1,1,51,0.0004,,,,,
1,1,51.5,0.0005,,,,,
1,1,52,0.0005,,,,,
1,1,52.5,0.0005,,,,,
1,1,53,0.0008,,,,,
1,1,53.5,0.0008,,,,,
1,1,54,0.0008,,,,,
1,1,54.5,0.0008,,,,,
1,1,55,0.0009,,,,,
1,1,55.5,0.0009,,,,,
1,1,55.9,0.001,,,,,
1,1,56.4,0.001,,,,,
1,1,57,0.001,,,,,
1,1,57.5,0.001,,,,,
1,1,58,0.0012,,,,,
1,1,58.4,0.0012,,,,,
1,1,59,0.0012,,,,,
1,1,59.4,0.0014,,,,,
1,1,59.9,0.0014,,,,,
1,1,60.4,0.0015,,,,,
1,1,60.9,0.0016,,,,,
1,1,61.4,0.0016,,,,,
1,1,62,0.0017,,,,,
1,1,62.4,0.002,,,,,
1,1,62.9,0.002,,,,,
1,1,63.4,0.002,,,,,
1,1,63.9,0.0021,,,,,
1,1,64.4,0.0022,,,,,
1,1,64.9,0.0022,,,,,
1,1,65.4,0.0023,,,,,
1,1,65.9,0.0024,,,,,
1,1,66.4,0.0028,,,,,
1,1,66.9,0.0026,,,,,
1,1,67.4,0.0027,,,,,
1,1,67.9,0.0029,,,,,
1,1,68.3,0.0029,,,,,
1,1,68.9,0.0031,,,,,
1,1,69.4,0.0031,,,,,
1,1,69.9,0.0035,,,,,
1,1,70.3,0.0034,,,,,
1,1,70.8,0.0037,,,,,
1,1,71.4,0.0037,,,,,
1,1,71.8,0.0039,,,,,
1,1,72.3,0.004,,,,,
1,1,72.8,0.0042,,,,,
1,1,73.3,0.0045,,,,,
1,1,73.7,0.0045,,,,,
1,1,74.3,0.0049,,,,,
1,1,74.8,0.0049,,,,,
1,1,75.3,0.005,,,,,
1,1,75.8,0.0051,,,,,
1,1,76.3,0.0054,,,,,
1,1,76.9,0.0056,,,,,
1,1,77.3,0.0056,,,,,
1,1,77.9,0.006,,,,,
1,1,78.2,0.0061,,,,,
1,1,78.8,0.0064,,,,,
1,1,79.2,0.0064,,,,,
