Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,10.6,0.0058,,,,,
1,1,10.9,0.0057,,,,,
1,1,11.4,0.0058,,,,,
1,1,11.9,0.0057,,,,,
1,1,12.4,0.0057,,,,,
1,1,12.9,0.0057,,,,,
1,1,13.4,0.0059,,,,,
1,1,13.9,0.0059,,,,,
1,1,14.4,0.0058,,,,,
1,1,14.9,0.0059,,,,,
1,1,15.4,0.0058,,,,,
1,1,15.9,0.0059,,,,,
1,1,16.4,0.0059,,,,,
1,1,17,0.0059,,,,,
1,1,17.4,0.0059,,,,,
1,1,17.9,0.0059,,,,,
1,1,18.4,0.0059,,,,,
1,1,19,0.006,,,,,
1,1,19.5,0.0059,,,,,
1,1,20,0.0058,,,,,
1,1,20.5,0.0059,,,,,
1,1,21,0.0059,,,,,
1,1,21.5,0.0059,,,,,
1,1,22,0.006,,,,,
1,1,22.5,0.0059,,,,,
1,1,23,0.0058,,,,,
1,1,23.5,0.0059,,,,,
1,1,24,0.006,,,,,
1,1,24.5,0.006,,,,,
1,1,25,0.0059,,,,,
1,1,25.5,0.0059,,,,,
1,1,26,0.0059,,,,,
1,1,26.4,0.006,,,,,
1,1,26.8,0.0059,,,,,
1,1,27.3,0.0058,,,,,
1,1,27.6,0.0059,,,,,
1,1,28.1,0.0059,,,,,
1,1,28.6,0.006,,,,,
1,1,29,0.006,,,,,
1,1,29.5,0.006,,,,,
1,1,30,0.006,,,,,
1,1,30.5,0.0061,,,,,
1,1,30.9,0.0062,,,,,
1,1,31.4,0.0061,,,,,
1,1,31.9,0.006,,,,,
1,1,32.4,0.0061,,,,,
1,1,33,0.0062,,,,,
1,1,33.3,0.0062,,,,,
1,1,33.9,0.0063,,,,,
1,1,34.4,0.0063,,,,,
1,1,34.9,0.0063,,,,,
1,1,35.4,0.0064,,,,,
1,1,35.8,0.0065,,,,,
1,1,36.3,0.0063,,,,,
1,1,36.8,0.0063,,,,,
1,1,37.3,0.0064,,,,,
1,1,37.7,0.0063,,,,,
1,1,38.2,0.0064,,,,,
1,1,38.7,0.0065,,,,,
1,1,39.2,0.0065,,,,,
1,1,39.7,0.0065,,,,,
1,1,40.2,0.0066,,,,,
1,1,40.6,0.0066,,,,,
1,1,41.2,0.0066,,,,,
1,1,41.6,0.0066,,,,,
1,1,42.2,0.0067,,,,,
1,1,42.7,0.0067,,,,,
1,1,43.1,0.0067,,,,,
1,1,43.6,0.0067,,,,,
1,1,44.2,0.0068,,,,,
1,1,44.6,0.0067,,,,,
1,1,45.1,0.0069,,,,,
1,1,45.6,0.0068,,,,,
1,1,46.1,0.0068,,,,,
1,1,46.6,0.0068,,,,,
1,1,47.1,0.007,,,,,
1,1,47.6,0.0071,,,,,
1,1,48.1,0.0068,,,,,
1,1,48.6,0.007,,,,,
1,1,49.1,0.0069,,,,,
1,1,49.6,0.007,,,,,
1,1,50.1,0.007,,,,,
1,1,50.5,0.0071,,,,,
1,1,51.1,0.0071,,,,,
1,1,51.6,0.007,,,,,
1,1,52.1,0.007,,,,,
1,1,52.5,0.0071,,,,,
1,1,53.1,0.0072,,,,,
1,1,53.6,0.0072,,,,,
1,1,54.1,0.0072,,,,,
1,1,54.6,0.0072,,,,,
1,1,55,0.0073,,,,,
1,1,55.6,0.0075,,,,,
1,1,56.1,0.0075,,,,,
1,1,56.5,0.0074,,,,,
1,1,57,0.0075,,,,,
1,1,57.5,0.0075,,,,,
1,1,58.1,0.0076,,,,,
1,1,58.5,0.0077,,,,,
1,1,59,0.0077,,,,,
1,1,59.5,0.0078,,,,,
1,1,60,0.0078,,,,,
1,1,60.5,0.0078,,,,,
1,1,61,0.008,,,,,
1,1,61.5,0.008,,,,,
1,1,62,0.0081,,,,,
1,1,62.5,0.0081,,,,,
1,1,62.9,0.0081,,,,,
1,1,63.6,0.0082,,,,,
1,1,63.9,0.0084,,,,,
1,1,64.4,0.0083,,,,,
2,0.1,10.6,0.3651,,,,,
2,0.1,10.9,0.3653,,,,,
2,0.1,11.4,0.3656,,,,,
2,0.1,11.9,0.3658,,,,,
2,0.1,12.4,0.366,,,,,
2,0.1,12.9,0.3663,,,,,
2,0.1,13.4,0.3665,,,,,
2,0.1,13.9,0.3669,,,,,
2,0.1,14.4,0.3675,,,,,
2,0.1,14.9,0.3677,,,,,
2,0.1,15.4,0.3681,,,,,
2,0.1,15.9,0.3686,,,,,
2,0.1,16.4,0.3688,,,,,
2,0.1,17,0.3695,,,,,
2,0.1,17.4,0.37,,,,,
2,0.1,17.9,0.3706,,,,,
2,0.1,18.4,0.3708,,,,,
2,0.1,19,0.3712,,,,,
