Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,11.1,0.0089,,,,,
1,1,11.4,0.0089,,,,,
1,1,11.9,0.0089,,,,,
1,1,12.4,0.0087,,,,,
1,1,12.8,0.0088,,,,,
1,1,13.3,0.0087,,,,,
1,1,13.8,0.0088,,,,,
1,1,14.3,0.0087,,,,,
1,1,14.8,0.0086,,,,,
1,1,15.3,0.0086,,,,,
1,1,15.8,0.0086,,,,,
1,1,16.3,0.0087,,,,,
1,1,16.8,0.0086,,,,,
1,1,17.3,0.0087,,,,,
1,1,17.8,0.0086,,,,,
1,1,18.3,0.0086,,,,,
1,1,18.7,0.0086,,,,,
1,1,19.2,0.0086,,,,,
1,1,19.8,0.0086,,,,,
1,1,20.2,0.0086,,,,,
1,1,20.7,0.0085,,,,,
1,1,21.2,0.0086,,,,,
1,1,21.7,0.0085,,,,,
1,1,22.3,0.0085,,,,,
1,1,22.7,0.0084,,,,,
1,1,23.2,0.0084,,,,,
1,1,23.8,0.0084,,,,,
1,1,24.2,0.0083,,,,,
1,1,24.7,0.0084,,,,,
1,1,25.3,0.0084,,,,,
1,1,25.7,0.0084,,,,,
1,1,26.2,0.0084,,,,,
1,1,26.6,0.0084,,,,,
1,1,27,0.0083,,,,,
1,1,27.5,0.0084,,,,,
1,1,27.9,0.0083,,,,,
1,1,28.3,0.0082,,,,,
1,1,28.7,0.0082,,,,,
1,1,29.2,0.0083,,,,,
1,1,29.6,0.0082,,,,,
1,1,30.1,0.0082,,,,,
1,1,30.6,0.0083,,,,,
1,1,31.1,0.0082,,,,,
1,1,31.6,0.0082,,,,,
1,1,32,0.0082,,,,,
1,1,32.4,0.0083,,,,,
1,1,33,0.0083,,,,,
1,1,33.5,0.0084,,,,,
1,1,34,0.0083,,,,,
1,1,34.4,0.0083,,,,,
1,1,34.9,0.0085,,,,,
1,1,35.4,0.0085,,,,,
1,1,35.9,0.0085,,,,,
1,1,36.4,0.0083,,,,,
1,1,36.9,0.0084,,,,,
1,1,37.3,0.0084,,,,,
1,1,37.8,0.0085,,,,,
1,1,38.3,0.0085,,,,,
1,1,38.8,0.0085,,,,,
1,1,39.3,0.0087,,,,,
1,1,39.7,0.0084,,,,,
1,1,40.2,0.0086,,,,,
1,1,40.7,0.0085,,,,,
1,1,41.2,0.0087,,,,,
1,1,41.7,0.0086,,,,,
1,1,42.2,0.0087,,,,,
1,1,42.7,0.0086,,,,,
1,1,43.2,0.0088,,,,,
1,1,43.7,0.0087,,,,,
1,1,44.2,0.0087,,,,,
1,1,44.7,0.0089,,,,,
1,1,45.2,0.0088,,,,,
1,1,45.6,0.0089,,,,,
1,1,46.2,0.0089,,,,,
1,1,46.6,0.009,,,,,
1,1,47.2,0.0089,,,,,
1,1,47.6,0.0091,,,,,
1,1,48.2,0.009,,,,,
1,1,48.6,0.009,,,,,
1,1,49.2,0.0091,,,,,
1,1,49.6,0.0092,,,,,
1,1,50.2,0.0092,,,,,
1,1,50.6,0.0092,,,,,
1,1,51.1,0.0093,,,,,
1,1,51.6,0.0092,,,,,
1,1,52.1,0.0094,,,,,
1,1,52.6,0.0093,,,,,
1,1,53.1,0.0093,,,,,
1,1,53.7,0.0093,,,,,
1,1,54,0.0094,,,,,
1,1,54.6,0.0094,,,,,
1,1,55.1,0.0094,,,,,
1,1,55.6,0.0095,,,,,
1,1,56.1,0.0095,,,,,
1,1,56.5,0.0094,,,,,
1,1,57.1,0.0095,,,,,
1,1,57.6,0.0094,,,,,
1,1,58.1,0.0094,,,,,
1,1,58.5,0.0093,,,,,
1,1,59.1,0.0094,,,,,
1,1,59.5,0.0094,,,,,
1,1,60,0.0094,,,,,
1,1,60.6,0.0095,,,,,
1,1,61,0.0095,,,,,
1,1,61.5,0.0096,,,,,
1,1,62.1,0.0098,,,,,
1,1,62.5,0.0097,,,,,
1,1,63,0.0098,,,,,
1,1,63.5,0.0099,,,,,
1,1,64,0.0101,,,,,
1,1,64.5,0.01,,,,,
2,0.1,11.1,0.669,,,,,
2,0.1,11.4,0.6695,,,,,
2,0.1,11.9,0.6701,,,,,
2,0.1,12.4,0.6709,,,,,
2,0.1,12.8,0.6713,,,,,
2,0.1,13.3,0.6718,,,,,
2,0.1,13.8,0.6724,,,,,
2,0.1,14.3,0.6728,,,,,
2,0.1,14.8,0.6735,,,,,
2,0.1,15.3,0.6739,,,,,
2,0.1,15.8,0.6745,,,,,
2,0.1,16.3,0.6749,,,,,
2,0.1,16.8,0.6757,,,,,
2,0.1,17.3,0.6766,,,,,
2,0.1,17.8,0.677,,,,,
2,0.1,18.3,0.6776,,,,,
2,0.1,18.7,0.6782,,,,,
2,0.1,19.2,0.6789,,,,,
2,0.1,19.8,0.6793,,,,,
2,0.1,20.2,0.6801,,,,,
2,0.1,20.7,0.6807,,,,,
2,0.1,21.2,0.6815,,,,,
2,0.1,21.7,0.6819,,,,,
2,0.1,22.3,0.6824,,,,,
2,0.1,22.7,0.6832,,,,,
2,0.1,23.2,0.684,,,,,
2,0.1,23.8,0.6848,,,,,
2,0.1,24.2,0.6856,,,,,
2,0.1,24.7,0.6862,,,,,
2,0.1,25.3,0.6872,,,,,
2,0.1,25.7,0.6876,,,,,
2,0.1,26.2,0.6885,,,,,
2,0.1,26.6,0.6893,,,,,
2,0.1,27,0.6899,,,,,
2,0.1,27.5,0.6907,,,,,
2,0.1,27.9,0.6913,,,,,
2,0.1,28.3,0.6923,,,,,
2,0.1,28.7,0.6927,,,,,
2,0.1,29.2,0.6937,,,,,
2,0.1,29.6,0.6949,,,,,
2,0.1,30.1,0.6961,,,,,
2,0.1,30.6,0.6971,,,,,
2,0.1,31.1,0.6982,,,,,
2,0.1,31.6,0.6998,,,,,
2,0.1,32,0.7012,,,,,
2,0.1,32.4,0.7026,,,,,
2,0.1,33,0.7049,,,,,
2,0.1,33.5,0.7068,,,,,
2,0.1,34,0.709,,,,,
2,0.1,34.4,0.7105,,,,,
2,0.1,34.9,0.7132,,,,,
2,0.1,35.4,0.7161,,,,,
2,0.1,35.9,0.7193,,,,,
