Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1.0,10.8,0.0296,,,,,
1,1.0,11.1,0.0297,,,,,
1,1.0,11.5,0.0297,,,,,
1,1.0,12.0,0.0297,,,,,
1,1.0,12.5,0.0297,,,,,
1,1.0,13.0,0.0297,,,,,
1,1.0,13.4,0.0297,,,,,
1,1.0,13.9,0.0296,,,,,
1,1.0,14.4,0.0297,,,,,
1,1.0,14.9,0.0297,,,,,
1,1.0,15.4,0.0297,,,,,
1,1.0,15.9,0.0298,,,,,
1,1.0,16.4,0.0297,,,,,
1,1.0,16.9,0.0297,,,,,
1,1.0,17.4,0.0297,,,,,
1,1.0,17.9,0.0297,,,,,
1,1.0,18.4,0.0298,,,,,
1,1.0,18.9,0.0298,,,,,
1,1.0,19.4,0.0298,,,,,
1,1.0,19.9,0.0299,,,,,
1,1.0,20.4,0.0299,,,,,
1,1.0,20.9,0.0299,,,,,
1,1.0,21.4,0.0299,,,,,
1,1.0,21.9,0.0299,,,,,
1,1.0,22.4,0.0299,,,,,
1,1.0,22.9,0.0299,,,,,
1,1.0,23.4,0.0299,,,,,
1,1.0,23.9,0.03,,,,,
1,1.0,24.4,0.0301,,,,,
1,1.0,24.9,0.0301,,,,,
1,1.0,25.4,0.0301,,,,,
1,1.0,25.8,0.0302,,,,,
1,1.0,26.3,0.0302,,,,,
1,1.0,26.7,0.0302,,,,,
1,1.0,27.1,0.0302,,,,,
1,1.0,27.6,0.0303,,,,,
1,1.0,28.0,0.0303,,,,,
1,1.0,28.4,0.0304,,,,,
1,1.0,29.0,0.0305,,,,,
1,1.0,29.5,0.0304,,,,,
1,1.0,30.0,0.0305,,,,,
1,1.0,30.5,0.0305,,,,,
1,1.0,30.9,0.0305,,,,,
1,1.0,31.4,0.0306,,,,,
1,1.0,31.9,0.0307,,,,,
1,1.0,32.4,0.0307,,,,,
1,1.0,32.9,0.0308,,,,,
1,1.0,33.3,0.0308,,,,,
1,1.0,33.8,0.0309,,,,,
1,1.0,34.3,0.0309,,,,,
1,1.0,34.9,0.0309,,,,,
1,1.0,35.3,0.0311,,,,,
1,1.0,35.8,0.0312,,,,,
1,1.0,36.3,0.0312,,,,,
1,1.0,36.8,0.0313,,,,,
1,1.0,37.3,0.0314,,,,,
1,1.0,37.7,0.0314,,,,,
1,1.0,38.2,0.0314,,,,,
1,1.0,38.7,0.0315,,,,,
1,1.0,39.2,0.0316,,,,,
1,1.0,39.7,0.0317,,,,,
1,1.0,40.2,0.0317,,,,,
1,1.0,40.6,0.0317,,,,,
1,1.0,41.2,0.0317,,,,,
1,1.0,41.6,0.0318,,,,,
1,1.0,42.1,0.0319,,,,,
1,1.0,42.7,0.032,,,,,
1,1.0,43.1,0.032,,,,,
1,1.0,43.7,0.0321,,,,,
1,1.0,44.2,0.0321,,,,,
1,1.0,44.6,0.0323,,,,,
1,1.0,45.1,0.0323,,,,,
1,1.0,45.6,0.0322,,,,,
1,1.0,46.1,0.0324,,,,,
1,1.0,46.6,0.0325,,,,,
1,1.0,47.1,0.0325,,,,,
1,1.0,47.6,0.0325,,,,,
1,1.0,48.1,0.0327,,,,,
1,1.0,48.6,0.0328,,,,,
1,1.0,49.1,0.0328,,,,,
1,1.0,49.6,0.0329,,,,,
1,1.0,50.1,0.033,,,,,
1,1.0,50.6,0.0329,,,,,
1,1.0,51.1,0.0332,,,,,
1,1.0,51.6,0.0332,,,,,
1,1.0,52.1,0.0332,,,,,
1,1.0,52.5,0.0333,,,,,
1,1.0,53.1,0.0335,,,,,
1,1.0,53.6,0.0335,,,,,
1,1.0,54.1,0.0336,,,,,
1,1.0,54.6,0.0338,,,,,
1,1.0,55.0,0.0338,,,,,
1,1.0,55.6,0.0339,,,,,
1,1.0,56.0,0.034,,,,,
1,1.0,56.6,0.0341,,,,,
1,1.0,57.0,0.0342,,,,,
1,1.0,57.5,0.0342,,,,,
1,1.0,58.1,0.0344,,,,,
1,1.0,58.5,0.0345,,,,,
1,1.0,59.1,0.0346,,,,,
1,1.0,59.5,0.0348,,,,,
1,1.0,60.0,0.0348,,,,,
1,1.0,60.5,0.0351,,,,,
1,1.0,61.0,0.035,,,,,
1,1.0,61.5,0.0351,,,,,
1,1.0,62.0,0.0352,,,,,
1,1.0,62.6,0.0354,,,,,
1,1.0,63.0,0.0354,,,,,
1,1.0,63.5,0.0353,,,,,
1,1.0,64.1,0.0353,,,,,
1,1.0,64.4,0.0354,,,,,
1,1.0,65.0,0.0356,,,,,
1,1.0,65.4,0.0357,,,,,
1,1.0,66.0,0.0358,,,,,
1,1.0,66.5,0.036,,,,,
1,1.0,66.9,0.0364,,,,,
1,1.0,67.5,0.0365,,,,,
1,1.0,68.0,0.0367,,,,,
1,1.0,68.5,0.0369,,,,,
1,1.0,68.9,0.037,,,,,
1,1.0,69.5,0.0374,,,,,
1,1.0,69.9,0.0377,,,,,
1,1.0,70.5,0.0379,,,,,
1,1.0,70.9,0.0382,,,,,
1,1.0,71.5,0.0384,,,,,
1,1.0,72.0,0.0387,,,,,
1,1.0,72.5,0.039,,,,,
1,1.0,73.0,0.0393,,,,,
1,1.0,73.4,0.0396,,,,,
1,1.0,73.9,0.04,,,,,
1,1.0,74.4,0.0402,,,,,
1,1.0,74.9,0.0406,,,,,
1,1.0,75.4,0.041,,,,,
1,1.0,75.9,0.0412,,,,,
1,1.0,76.4,0.0416,,,,,
1,1.0,76.8,0.0421,,,,,
1,1.0,77.4,0.0426,,,,,
1,1.0,77.8,0.0431,,,,,
1,1.0,78.3,0.0435,,,,,
1,1.0,78.8,0.0439,,,,,
1,1.0,79.5,0.0443,,,,,
1,1.0,79.9,0.0448,,,,,
1,1.0,80.4,0.0454,,,,,
1,1.0,80.7,0.046,,,,,
1,1.0,81.4,0.0462,,,,,
1,1.0,81.8,0.0468,,,,,
1,1.0,82.5,0.0473,,,,,
1,1.0,82.8,0.0478,,,,,
1,1.0,83.3,0.0482,,,,,
1,1.0,83.8,0.0488,,,,,
1,1.0,84.3,0.0494,,,,,
1,1.0,84.8,0.0501,,,,,
1,1.0,85.2,0.0507,,,,,
1,1.0,85.8,0.0514,,,,,
1,1.0,86.3,0.052,,,,,
1,1.0,86.8,0.0529,,,,,
1,1.0,87.2,0.0537,,,,,
1,1.0,87.8,0.0546,,,,,
1,1.0,88.2,0.0555,,,,,
1,1.0,88.8,0.0565,,,,,
1,1.0,89.5,0.0575,,,,,
2,0.1,10.8,1.5025,,,,,
2,0.1,11.1,1.5038,,,,,
2,0.1,11.5,1.5063,,,,,
2,0.1,12.0,1.5051,,,,,
2,0.1,12.5,1.5076,,,,,
2,0.1,13.0,1.5089,,,,,
2,0.1,13.4,1.5089,,,,,
2,0.1,13.9,1.5089,,,,,
2,0.1,14.4,1.5128,,,,,
2,0.1,14.9,1.5115,,,,,
2,0.1,15.4,1.5128,,,,,
2,0.1,15.9,1.5141,,,,,
2,0.1,16.4,1.5167,,,,,
2,0.1,16.9,1.5154,,,,,
2,0.1,17.4,1.518,,,,,
2,0.1,17.9,1.5167,,,,,
2,0.1,18.4,1.5193,,,,,
2,0.1,18.9,1.5206,,,,,
2,0.1,19.4,1.522,,,,,
2,0.1,19.9,1.522,,,,,
2,0.1,20.4,1.5233,,,,,
2,0.1,20.9,1.5246,,,,,
2,0.1,21.4,1.5233,,,,,
2,0.1,21.9,1.5259,,,,,
2,0.1,22.4,1.5273,,,,,
2,0.1,22.9,1.5286,,,,,
2,0.1,23.4,1.53,,,,,
2,0.1,23.9,1.5313,,,,,
2,0.1,24.4,1.5313,,,,,
2,0.1,24.9,1.534,,,,,
2,0.1,25.4,1.5327,,,,,
2,0.1,25.8,1.5368,,,,,
2,0.1,26.3,1.5368,,,,,
2,0.1,26.7,1.5368,,,,,
2,0.1,27.1,1.5368,,,,,
2,0.1,27.6,1.5395,,,,,
2,0.1,28.0,1.5381,,,,,
