Sample,Pathlength,Temperature,Absorbance
1,0.1,30.0,1.5308
1,0.1,30.3,1.5329
1,0.1,30.8,1.5393
1,0.1,31.2,1.5452
1,0.1,31.7,1.5474
1,0.1,32.2,1.5526
1,0.1,32.5,1.5579
1,0.1,33.1,1.5634
1,0.1,33.5,1.5704
1,0.1,34.0,1.5761
1,0.1,34.5,1.5804
1,0.1,35.0,1.5876
1,0.1,35.5,1.5922
1,0.1,36.0,1.598
1,0.1,36.5,1.6056
1,0.1,36.9,1.6133
1,0.1,37.5,1.6196
1,0.1,37.9,1.6244
1,0.1,38.5,1.6324
1,0.1,38.9,1.6391
1,0.1,39.5,1.6475
1,0.1,39.9,1.6542
1,0.1,40.4,1.6593
1,0.1,40.9,1.6646
1,0.1,41.4,1.6717
1,0.1,41.9,1.6789
1,0.1,42.4,1.6844
1,0.1,43.0,1.6918
1,0.1,43.4,1.6994
1,0.1,43.9,1.7052
1,0.1,44.4,1.7091
1,0.1,44.9,1.7169
1,0.1,45.4,1.723
1,0.1,45.9,1.7311
1,0.1,46.4,1.7373
1,0.1,46.9,1.7414
1,0.1,47.4,1.7478
1,0.1,47.9,1.7092
1,0.1,48.4,1.715
1,0.1,48.9,1.719
1,0.1,49.4,1.7209
1,0.1,49.9,1.7271
1,0.1,50.4,1.7333
1,0.1,50.9,1.7374
1,0.1,51.4,1.7415
1,0.1,51.9,1.7437
1,0.1,52.4,1.7501
1,0.1,52.9,1.7544
1,0.1,53.4,1.7588
1,0.1,53.8,1.7632
1,0.1,54.4,1.7698
1,0.1,54.8,1.7743
1,0.1,55.3,1.7743
1,0.1,55.8,1.7812
1,0.1,56.3,1.7858
1,0.1,56.9,1.7882
1,0.1,57.3,1.7906
1,0.1,57.8,1.7953
1,0.1,58.3,1.8001
1,0.1,58.8,1.805
1,0.1,59.2,1.8049
1,0.1,59.8,1.8147
1,0.1,60.3,1.8173
1,0.1,60.8,1.8223
1,0.1,61.3,1.8249
1,0.1,61.8,1.83
1,0.1,62.3,1.8352
1,0.1,62.8,1.8352
1,0.1,63.3,1.8379
1,0.1,63.9,1.8431
1,0.1,64.2,1.8484
1,0.1,64.8,1.8511
1,0.1,65.3,1.8565
1,0.1,65.8,1.862
1,0.1,66.3,1.8704
1,0.1,66.8,1.8704
1,0.1,67.3,1.8733
1,0.1,67.7,1.879
1,0.1,68.2,1.8849
1,0.1,68.7,1.8937
1,0.1,69.2,1.8937
1,0.1,69.7,1.8996
1,0.1,70.2,1.9057
1,0.1,70.8,1.9057
1,0.1,71.2,1.9181
1,0.1,71.7,1.9182
1,0.1,72.2,1.9214
1,0.1,72.7,1.9309
1,0.1,73.1,1.9342
1,0.1,73.7,1.9407
1,0.1,74.2,1.9407
1,0.1,74.7,1.9509
1,0.1,75.2,1.9542
1,0.1,75.6,1.9576
1,0.1,76.1,1.9681
1,0.1,76.6,1.9717
1,0.1,77.1,1.9752
1,0.1,77.6,1.9824
1,0.1,78.0,1.9898
1,0.1,78.6,2.0011
1,0.1,79.1,2.0011
1,0.1,79.6,2.0049
1,0.1,80.2,2.0165
1,0.1,80.6,2.0245
1,0.1,81.1,2.0245
1,0.1,81.6,2.0367
1,0.1,82.1,2.0367
1,0.1,82.5,2.045
1,0.1,83.0,2.0493
1,0.1,83.5,2.0535
1,0.1,84.1,2.0578
1,0.1,84.6,2.0665
1,0.1,85.2,2.0665
1,0.1,85.6,2.071
1,0.1,86.0,2.0754
1,0.1,86.5,2.0845
1,0.1,87.0,2.0891
1,0.1,87.5,2.0938
1,0.1,88.0,2.0938
1,0.1,88.5,2.1032
1,0.1,89.0,2.1081
1,0.1,89.5,2.1179
1,0.1,90.0,2.1179
1,0.1,90.4,2.1229
1,0.1,90.9,2.1279
1,0.1,91.4,2.133
1,0.1,91.8,2.1383
1,0.1,92.3,2.1435
1,0.1,92.6,2.1435
1,0.1,93.2,2.1541
1,0.1,93.3,2.1595
1,0.1,93.4,2.1595
1,0.1,93.6,2.1706
1,0.1,93.9,2.1705
1,0.1,94.4,2.1819
1,0.1,94.7,2.1819
1,0.1,95.5,2.1818
1,0.1,95.8,2.1876
1,0.1,96.4,2.1995
1,0.1,96.7,2.2055
1,0.1,97.2,2.2116
1,0.1,97.8,2.2178
1,0.1,98.3,2.2241
1,0.1,98.6,2.2305
1,0.1,99.3,2.2369
1,0.1,99.8,2.2368
1,0.1,100.1,2.257
1,0.1,100.6,2.2639
1,0.1,101.0,2.2708
1,0.1,101.3,2.2852
1,0.1,101.7,2.2926
1,0.1,101.9,2.2926
1,0.1,102.1,2.3001
1,0.1,102.2,2.2999
1,0.1,102.4,2.3234
1,0.1,102.4,2.3396
1,0.1,102.6,2.348
4,0.5,30.0,1.7442
4,0.5,30.3,1.7466
4,0.5,30.8,1.7516
4,0.5,31.2,1.7574
4,0.5,31.7,1.7591
4,0.5,32.2,1.7654
4,0.5,32.5,1.7698
4,0.5,33.1,1.772
4,0.5,33.5,1.7811
4,0.5,34.0,1.7881
4,0.5,34.5,1.7903
4,0.5,35.0,1.795
4,0.5,35.5,1.8023
4,0.5,36.0,1.8069
4,0.5,36.5,1.8143
4,0.5,36.9,1.8168
4,0.5,37.5,1.8219
4,0.5,37.9,1.8295
4,0.5,38.5,1.8346
4,0.5,38.9,1.8373
4,0.5,39.5,1.8426
4,0.5,39.9,1.8505
4,0.5,40.4,1.8532
4,0.5,40.9,1.8587
4,0.5,41.4,1.8642
4,0.5,41.9,1.8642
4,0.5,42.4,1.8698
4,0.5,43.0,1.8726
4,0.5,43.4,1.8783
4,0.5,43.9,1.8871
4,0.5,44.4,1.8842
4,0.5,44.9,1.893
4,0.5,45.4,1.8961
4,0.5,45.9,1.899
4,0.5,46.4,1.9051
4,0.5,46.9,1.902
4,0.5,47.4,1.9082
4,0.5,47.9,1.9114
4,0.5,48.4,1.9176
4,0.5,48.9,1.9207
4,0.5,49.4,1.927
4,0.5,49.9,1.9336
4,0.5,50.4,1.9337
4,0.5,50.9,1.9369
4,0.5,51.4,1.9402
4,0.5,51.9,1.9436
4,0.5,52.4,1.9504
4,0.5,52.9,1.9504
4,0.5,53.4,1.9538
4,0.5,53.8,1.9538
4,0.5,54.4,1.9607
4,0.5,54.8,1.9677
4,0.5,55.3,1.9677
4,0.5,55.8,1.9677
4,0.5,56.3,1.9713
4,0.5,56.9,1.9749
4,0.5,57.3,1.9786
4,0.5,57.8,1.9859
4,0.5,58.3,1.9822
4,0.5,58.8,1.9934
4,0.5,59.2,1.9933
4,0.5,59.8,1.997
4,0.5,60.3,2.0047
4,0.5,60.8,2.0086
4,0.5,61.3,2.0165
4,0.5,61.8,2.0165
4,0.5,62.3,2.0205
4,0.5,62.8,2.0245
4,0.5,63.3,2.0286
4,0.5,63.9,2.0327
4,0.5,64.2,2.0367
4,0.5,64.8,2.0451
4,0.5,65.3,2.0536
4,0.5,65.8,2.0579
4,0.5,66.3,2.0579
4,0.5,66.8,2.0667
4,0.5,67.3,2.0712
4,0.5,67.7,2.0803
4,0.5,68.2,2.0803
4,0.5,68.7,2.0849
4,0.5,69.2,2.099
4,0.5,69.7,2.099
4,0.5,70.2,2.099
4,0.5,70.8,2.1135
4,0.5,71.2,2.1185
4,0.5,71.7,2.1235
4,0.5,72.2,2.1287
4,0.5,72.7,2.1337
4,0.5,73.1,2.1442
4,0.5,73.7,2.1495
4,0.5,74.2,2.1549
4,0.5,74.7,2.166
4,0.5,75.2,2.1716
4,0.5,75.6,2.1772
4,0.5,76.1,2.183
4,0.5,76.6,2.183
4,0.5,77.1,2.1947
4,0.5,77.6,2.2067
4,0.5,78.0,2.2129
4,0.5,78.6,2.2191
4,0.5,79.1,2.2319
4,0.5,79.6,2.2319
4,0.5,80.2,2.245
4,0.5,80.6,2.245
4,0.5,81.1,2.2586
4,0.5,81.6,2.2655
4,0.5,82.1,2.2655
4,0.5,82.5,2.2797
4,0.5,83.0,2.287
4,0.5,83.5,2.2944
4,0.5,84.1,2.3019
4,0.5,84.6,2.3019
4,0.5,85.2,2.3174
4,0.5,85.6,2.3335
4,0.5,86.0,2.3253
4,0.5,86.5,2.3417
4,0.5,87.0,2.3501
4,0.5,87.5,2.3674
4,0.5,88.0,2.3763
4,0.5,88.5,2.3762
4,0.5,89.0,2.3763
4,0.5,89.5,2.3947
4,0.5,90.0,2.3946
4,0.5,90.4,2.414
4,0.5,90.9,2.4139
4,0.5,91.4,2.4239
4,0.5,91.8,2.4239
4,0.5,92.3,2.4341
4,0.5,92.6,2.4341
4,0.5,93.2,2.4551
4,0.5,93.3,2.4443
4,0.5,93.4,2.455
4,0.5,93.6,2.4773
4,0.5,93.9,2.4888
4,0.5,94.4,2.4888
4,0.5,94.7,2.4888
4,0.5,95.5,2.5128
4,0.5,95.8,2.5254
4,0.5,96.4,2.5254
4,0.5,96.7,2.5253
4,0.5,97.2,2.5654
4,0.5,97.8,2.5653
4,0.5,98.3,2.5652
4,0.5,98.6,2.5942
4,0.5,99.3,2.5941
4,0.5,99.8,2.6092
4,0.5,100.1,2.6414
4,0.5,100.6,2.6413
4,0.5,101.0,2.6759
4,0.5,101.3,2.6943
4,0.5,101.7,2.7136
4,0.5,101.9,2.6758
4,0.5,102.1,2.7338
4,0.5,102.2,2.7134
4,0.5,102.4,2.7547
4,0.5,102.4,2.8003
4,0.5,102.6,2.8003
7,1.0,30.0,0.7161
7,1.0,30.3,0.7169
7,1.0,30.8,0.7185
7,1.0,31.2,0.7202
7,1.0,31.7,0.7211
7,1.0,32.2,0.7226
7,1.0,32.5,0.7241
7,1.0,33.1,0.7253
7,1.0,33.5,0.7273
7,1.0,34.0,0.729
7,1.0,34.5,0.7308
7,1.0,35.0,0.7319
7,1.0,35.5,0.7335
7,1.0,36.0,0.7351
7,1.0,36.5,0.736
7,1.0,36.9,0.738
7,1.0,37.5,0.7387
7,1.0,37.9,0.7403
7,1.0,38.5,0.7416
7,1.0,38.9,0.7429
7,1.0,39.5,0.7446
7,1.0,39.9,0.7456
7,1.0,40.4,0.747
7,1.0,40.9,0.7488
7,1.0,41.4,0.7498
7,1.0,41.9,0.7509
7,1.0,42.4,0.752
7,1.0,43.0,0.7534
7,1.0,43.4,0.7548
7,1.0,43.9,0.7559
7,1.0,44.4,0.7572
7,1.0,44.9,0.7585
7,1.0,45.4,0.7599
7,1.0,45.9,0.7607
7,1.0,46.4,0.7621
7,1.0,46.9,0.7631
7,1.0,47.4,0.7645
7,1.0,47.9,0.7655
7,1.0,48.4,0.767
7,1.0,48.9,0.7676
7,1.0,49.4,0.7691
7,1.0,49.9,0.7703
7,1.0,50.4,0.7713
7,1.0,50.9,0.7726
7,1.0,51.4,0.7737
7,1.0,51.9,0.7752
7,1.0,52.4,0.777
7,1.0,52.9,0.7775
7,1.0,53.4,0.7791
7,1.0,53.8,0.78
7,1.0,54.4,0.7814
7,1.0,54.8,0.7828
7,1.0,55.3,0.7842
7,1.0,55.8,0.7853
7,1.0,56.3,0.7865
7,1.0,56.9,0.788
7,1.0,57.3,0.7895
7,1.0,57.8,0.7908
7,1.0,58.3,0.7923
7,1.0,58.8,0.7935
7,1.0,59.2,0.7946
7,1.0,59.8,0.7965
7,1.0,60.3,0.7975
7,1.0,60.8,0.7992
7,1.0,61.3,0.8007
7,1.0,61.8,0.8016
7,1.0,62.3,0.8036
7,1.0,62.8,0.8048
7,1.0,63.3,0.8066
7,1.0,63.9,0.8083
7,1.0,64.2,0.8097
7,1.0,64.8,0.8107
7,1.0,65.3,0.8132
7,1.0,65.8,0.8142
7,1.0,66.3,0.8159
7,1.0,66.8,0.8174
7,1.0,67.3,0.8197
7,1.0,67.7,0.8215
7,1.0,68.2,0.8228
7,1.0,68.7,0.825
7,1.0,69.2,0.8268
7,1.0,69.7,0.8288
7,1.0,70.2,0.8309
7,1.0,70.8,0.8327
7,1.0,71.2,0.834
7,1.0,71.7,0.8359
7,1.0,72.2,0.8393
7,1.0,72.7,0.8416
7,1.0,73.1,0.8434
7,1.0,73.7,0.8458
7,1.0,74.2,0.8477
7,1.0,74.7,0.8488
7,1.0,75.2,0.8518
7,1.0,75.6,0.8536
7,1.0,76.1,0.8556
7,1.0,76.6,0.8583
7,1.0,77.1,0.8602
7,1.0,77.6,0.862
7,1.0,78.0,0.8643
7,1.0,78.6,0.8665
7,1.0,79.1,0.8679
7,1.0,79.6,0.8701
7,1.0,80.2,0.8724
7,1.0,80.6,0.8747
7,1.0,81.1,0.8766
7,1.0,81.6,0.8786
7,1.0,82.1,0.8804
7,1.0,82.5,0.8823
7,1.0,83.0,0.8835
7,1.0,83.5,0.8852
7,1.0,84.1,0.8864
7,1.0,84.6,0.8881
7,1.0,85.2,0.8895
7,1.0,85.6,0.891
7,1.0,86.0,0.8922
7,1.0,86.5,0.8933
7,1.0,87.0,0.8948
7,1.0,87.5,0.8959
7,1.0,88.0,0.8971
7,1.0,88.5,0.8985
7,1.0,89.0,0.8988
7,1.0,89.5,0.9
7,1.0,90.0,0.9009
7,1.0,90.4,0.9015
7,1.0,90.9,0.9038
7,1.0,91.4,0.9038
7,1.0,91.8,0.9051
7,1.0,92.3,0.906
7,1.0,92.6,0.906
7,1.0,93.2,0.9073
7,1.0,93.3,0.9079
7,1.0,93.4,0.9082
7,1.0,93.6,0.9091
7,1.0,93.9,0.9097
7,1.0,94.4,0.9105
7,1.0,94.7,0.9121
7,1.0,95.5,0.9123
7,1.0,95.8,0.9129
7,1.0,96.4,0.9142
7,1.0,96.7,0.9147
7,1.0,97.2,0.9159
7,1.0,97.8,0.9168
7,1.0,98.3,0.9177
7,1.0,98.6,0.9189
7,1.0,99.3,0.9194
7,1.0,99.8,0.9203
7,1.0,100.1,0.9218
7,1.0,100.6,0.9234
7,1.0,101.0,0.9232
7,1.0,101.3,0.9244
7,1.0,101.7,0.9244
7,1.0,101.9,0.9251
7,1.0,102.1,0.9257
7,1.0,102.2,0.9264
7,1.0,102.4,0.9264
7,1.0,102.4,0.9285
7,1.0,102.6,0.9284
2,0.1,30.7,0.8308
2,0.1,30.6,0.8308
2,0.1,31.1,0.8334
2,0.1,31.6,0.8363
2,0.1,32.1,0.8395
2,0.1,32.5,0.8417
2,0.1,32.9,0.8438
2,0.1,33.4,0.8462
2,0.1,33.9,0.8492
2,0.1,34.3,0.8515
2,0.1,34.8,0.8545
2,0.1,35.3,0.8573
2,0.1,35.8,0.8603
2,0.1,36.3,0.8626
2,0.1,36.8,0.8655
2,0.1,37.2,0.8677
2,0.1,37.8,0.8709
2,0.1,38.2,0.8737
2,0.1,38.7,0.8764
2,0.1,39.2,0.8797
2,0.1,39.7,0.882
2,0.1,40.2,0.8847
2,0.1,40.7,0.8868
2,0.1,41.2,0.8901
2,0.1,41.7,0.8928
2,0.1,42.2,0.8955
2,0.1,42.7,0.898
2,0.1,43.1,0.9005
2,0.1,43.7,0.9038
2,0.1,44.1,0.9066
2,0.1,44.7,0.9091
2,0.1,45.2,0.9119
2,0.1,45.6,0.9146
2,0.1,46.1,0.9171
2,0.1,46.6,0.9189
2,0.1,47.1,0.9209
2,0.1,47.6,0.9225
2,0.1,48.1,0.9254
2,0.1,48.6,0.9267
2,0.1,49.1,0.929
2,0.1,49.6,0.931
2,0.1,50.1,0.9334
2,0.1,50.6,0.9353
2,0.1,51.1,0.9375
2,0.1,51.6,0.9397
2,0.1,52.1,0.9424
2,0.1,52.5,0.9447
2,0.1,53.1,0.9471
2,0.1,53.6,0.9481
2,0.1,54.1,0.9502
2,0.1,54.6,0.9516
2,0.1,55.1,0.954
2,0.1,55.5,0.9554
2,0.1,56.0,0.9578
2,0.1,56.5,0.96
2,0.1,57.0,0.9621
2,0.1,57.5,0.9635
2,0.1,58.0,0.9652
2,0.1,58.5,0.9675
2,0.1,59.1,0.9695
2,0.1,59.5,0.9707
2,0.1,60.0,0.9732
2,0.1,60.6,0.9746
2,0.1,61.0,0.9769
2,0.1,61.4,0.9791
2,0.1,62.0,0.9805
2,0.1,62.5,0.983
2,0.1,63.0,0.9853
2,0.1,63.5,0.9868
2,0.1,64.0,0.9887
2,0.1,64.5,0.9914
2,0.1,64.9,0.9936
2,0.1,65.6,0.9959
2,0.1,65.9,0.9978
2,0.1,66.4,1.0
2,0.1,67.0,1.0031
2,0.1,67.5,1.0059
2,0.1,67.9,1.0078
2,0.1,68.4,1.0103
2,0.1,68.9,1.0135
2,0.1,69.4,1.0157
2,0.1,69.9,1.019
2,0.1,70.4,1.0214
2,0.1,70.8,1.0239
2,0.1,71.4,1.0267
2,0.1,71.9,1.0284
2,0.1,72.4,1.0316
2,0.1,72.9,1.0354
2,0.1,73.4,1.0388
2,0.1,73.9,1.0409
2,0.1,74.3,1.0435
2,0.1,74.8,1.0477
2,0.1,75.3,1.0498
2,0.1,75.8,1.0533
2,0.1,76.4,1.0568
2,0.1,76.8,1.0603
2,0.1,77.3,1.0639
2,0.1,77.8,1.0656
2,0.1,78.2,1.0697
