Sample,Temperature,Absorbance,Pathlength
2,77.86,0.355575562,1
2,78.37,0.355285645,1
2,78.87,0.355636597,1
2,79.37,0.356292725,1
2,79.87,0.356323242,1
2,80.37,0.356384277,1
2,80.85,0.356063843,1
2,81.38,0.355911255,1
2,81.88,0.35585022,1
2,82.38,0.356338501,1
2,82.88,0.356582642,1
2,83.39,0.356277466,1
2,83.88,0.356323242,1
2,84.36,0.357192993,1
2,84.89,0.357254028,1
2,85.38,0.357162476,1
2,85.89,0.357040405,1
2,86.4,0.3568573,1
2,86.9,0.357559204,1
2,87.4,0.357223511,1
2,87.9,0.357620239,1
2,88.4,0.357894897,1
2,88.9,0.35736084,1
2,89.41,0.357849121,1
2,89.91,0.358428955,1
2,90.41,0.357925415,1
2,90.91,0.358398438,1
2,91.41,0.358154297,1
2,91.92,0.358551025,1
2,92.41,0.358230591,1
2,92.91,0.358917236,1
2,93.41,0.358840942,1
2,93.92,0.359573364,1
2,94.42,0.359542847,1
2,94.92,0.359115601,1
2,95.42,0.359741211,1
3,4.8,0.001678467,1
3,5.59,-0.001068115,1
3,5.96,-0.000793457,1
3,6.49,-0.00108,1
3,7,-0.00100708,1
3,7.51,-0.000335693,1
3,8.01,-0.000259,1
3,8.51,-0.001342773,1
3,9.02,-0.000640869,1
3,9.52,-0.001220703,1
3,10.02,-0.001556396,1
3,10.53,-0.001098633,1
3,11.02,-0.00102,1
3,11.53,-0.000626,1
3,12.03,-0.00139,1
3,12.54,-0.00127,1
3,13.03,-0.001251221,1
3,13.54,-0.000504,1
3,14.04,-0.000778,1
3,14.54,-0.00121,1
3,15.05,-0.00124,1
3,15.56,-0.00175,1
3,16.06,-0.00102,1
3,16.55,-0.000823975,1
3,17.06,-0.001495361,1
3,17.57,-0.000931,1
3,18.07,-0.001434326,1
3,18.57,-0.001068115,1
3,19.08,-0.00088501,1
3,19.57,-0.000748,1
3,20.08,-0.001525879,1
3,20.63,-0.001800537,1
3,21.1,-0.001739502,1
3,21.61,-0.001068115,1
3,22.11,-0.0016,1
3,22.62,-0.001800537,1
3,23.11,-0.00194,1
3,23.61,-0.00189209,1
3,24.11,-0.00188,1
3,24.61,-0.001800537,1
3,25.1,-0.001312256,1
3,25.6,-0.001159668,1
3,26.11,-0.00121,1
3,26.64,-0.00154,1
3,27.17,-0.00209,1
3,27.68,-0.0016,1
3,28.18,-0.00188,1
3,28.7,-0.002,1
3,29.19,-0.002,1
3,29.69,-0.00203,1
3,30.17,-0.001678467,1
3,30.68,-0.00185,1
3,31.18,-0.00139,1
3,31.68,-0.001922607,1
3,32.17,-0.00201416,1
3,32.67,-0.001342773,1
3,33.16,-0.00154,1
3,33.66,-0.00194,1
3,34.15,-0.0016,1
3,34.66,-0.001556396,1
3,35.16,-0.001251221,1
3,35.68,-0.00117,1
3,36.17,-0.00151,1
3,36.67,-0.00112915,1
3,37.18,-0.001434326,1
3,37.68,-0.00112915,1
3,38.19,-0.000915527,1
3,38.68,-0.001464844,1
3,39.19,-0.001251221,1
3,39.69,-0.00182,1
3,40.19,-0.00121,1
3,40.7,-0.00087,1
3,41.19,-0.000839,1
3,41.7,-0.00172,1
3,42.19,-0.00108,1
3,42.71,-0.001647949,1
3,43.22,-0.00145,1
3,43.71,-0.00102,1
3,44.2,-0.00100708,1
3,44.71,-0.00100708,1
3,45.21,-1.53E-05,1
3,45.72,-0.000732422,1
3,46.22,-0.000793457,1
3,46.72,-0.000748,1
3,47.22,-0.00151,1
3,47.96,0.00032,1
3,48.72,-0.000701904,1
3,49.23,-0.001159668,1
3,49.73,-0.00114,1
3,50.22,-0.000992,1
3,50.73,-0.00124,1
3,51.22,-0.00088501,1
3,51.73,-0.001068115,1
3,52.24,-0.00127,1
3,52.72,-0.001220703,1
3,53.25,-0.00105,1
3,53.73,-0.00117,1
3,54.25,-0.000244141,1
3,54.75,-0.000717,1
3,55.25,-0.000931,1
3,55.76,-0.000671387,1
3,56.25,-7.63E-05,1
3,56.74,-0.000732422,1
3,57.26,-0.000137,1
3,57.75,-0.000107,1
3,58.25,-0.000443,1
3,58.75,0.000274658,1
3,59.26,-0.000351,1
3,59.76,0.000213623,1
3,60.26,0.00032,1
3,60.76,1.53E-05,1
3,61.27,0.000396729,1
3,61.77,0.00105,1
3,62.27,7.63E-05,1
3,62.76,0.000534,1
3,63.27,0.000961,1
3,63.76,0.000976563,1
3,64.27,0.00100708,1
3,64.76,0.001342773,1
3,65.28,0.00117,1
3,65.81,0.001220703,1
3,66.3,0.00133,1
3,66.79,0.00136,1
3,67.3,0.00175,1
3,67.79,0.001739502,1
3,68.3,0.001953125,1
3,68.81,0.00148,1
3,69.31,0.00267,1
3,69.82,0.00191,1
3,70.31,0.00285,1
3,70.8,0.00243,1
3,71.33,0.002655029,1
3,71.8,0.002502441,1
3,72.32,0.002990723,1
3,72.8,0.00343,1
3,73.33,0.003479004,1
3,73.82,0.003875732,1
3,74.33,0.003723145,1
3,74.84,0.00378418,1
3,75.33,0.003845215,1
3,75.83,0.003875732,1
3,76.34,0.00447,1
3,76.82,0.00453,1
3,77.34,0.00438,1
3,77.85,0.004943848,1
3,78.35,0.00533,1
3,78.85,0.00517,1
3,79.36,0.00539,1
3,79.83,0.0056,1
3,80.36,0.00539,1
3,80.86,0.00539,1
3,81.37,0.005645752,1
3,81.87,0.00578,1
3,82.38,0.00621,1
3,82.87,0.006408691,1
3,83.38,0.006408691,1
3,83.88,0.006622314,1
3,84.39,0.00688,1
3,84.88,0.007,1
3,85.39,0.007507324,1
3,85.89,0.0078,1
3,86.39,0.00783,1
3,86.89,0.007751465,1
3,87.38,0.008056641,1
3,87.89,0.008331299,1
3,88.39,0.00881958,1
3,88.86,0.00856,1
3,89.39,0.008636475,1
3,89.89,0.00982666,1
3,90.39,0.00970459,1
3,90.91,0.00963,1
3,91.4,0.00984,1
3,91.91,0.0105896,1
3,92.41,0.010406494,1
3,92.9,0.0105896,1
3,93.42,0.011077881,1
3,93.91,0.011291504,1
3,94.41,0.010894775,1
3,94.91,0.0115,1
3,95.41,0.0114,1
4,4.79,0.531097412,1
4,5.59,0.527954102,1
4,5.97,0.528091431,1
4,6.49,0.529083252,1
4,7,0.52935791,1
4,7.5,0.529983521,1
4,8.01,0.52973938,1
4,8.51,0.529830933,1
4,9.01,0.530059814,1
4,9.52,0.530502319,1
4,10.02,0.530227661,1
4,10.53,0.530715942,1
4,11.03,0.530960083,1
4,11.53,0.531890869,1
4,12.03,0.53137207,1
4,12.54,0.531997681,1
4,13.05,0.532394409,1
4,13.54,0.531982422,1
4,14.04,0.532577515,1
4,14.55,0.53187561,1
4,15.06,0.533355713,1
4,15.56,0.533676147,1
4,16.06,0.533996582,1
4,16.56,0.533843994,1
4,17.07,0.534988403,1
4,17.57,0.535018921,1
4,18.07,0.535797119,1
4,18.57,0.536239624,1
4,19.08,0.536560059,1
4,19.57,0.537841797,1
4,20.08,0.538192749,1
4,20.64,0.537963867,1
4,21.11,0.53944397,1
4,21.62,0.540130615,1
4,22.11,0.541946411,1
4,22.62,0.541488647,1
4,23.12,0.542648315,1
4,23.61,0.543441772,1
4,24.11,0.544189453,1
4,24.61,0.54524231,1
4,25.1,0.546569824,1
4,25.61,0.547393799,1
4,26.11,0.549331665,1
4,26.64,0.549789429,1
4,27.18,0.551681519,1
4,27.68,0.555664063,1
4,28.18,0.557434082,1
4,28.7,0.558197021,1
4,29.19,0.560394287,1
4,29.69,0.562088013,1
4,30.18,0.564239502,1
4,30.69,0.564971924,1
4,31.18,0.566497803,1
4,31.69,0.569396973,1
4,32.17,0.57069397,1
4,32.67,0.572372437,1
4,33.16,0.574264526,1
4,33.66,0.576538086,1
4,34.16,0.577331543,1
4,34.66,0.580108643,1
4,35.16,0.581268311,1
