Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,20.7,0.0086,,,,,
1,1,20.9,0.0087,,,,,
1,1,21.4,0.0087,,,,,
1,1,21.9,0.0088,,,,,
1,1,22.4,0.0087,,,,,
1,1,22.9,0.0088,,,,,
1,1,23.4,0.0088,,,,,
1,1,23.9,0.0088,,,,,
1,1,24.4,0.0089,,,,,
1,1,24.9,0.009,,,,,
1,1,25.3,0.0091,,,,,
1,1,25.8,0.009,,,,,
1,1,26.2,0.0091,,,,,
1,1,26.6,0.0091,,,,,
1,1,27.1,0.009,,,,,
1,1,27.5,0.0091,,,,,
1,1,27.9,0.0092,,,,,
1,1,28.4,0.0092,,,,,
1,1,28.9,0.0092,,,,,
1,1,29.4,0.0093,,,,,
1,1,29.9,0.0093,,,,,
1,1,30.4,0.0094,,,,,
1,1,30.9,0.0094,,,,,
1,1,31.4,0.0095,,,,,
1,1,31.9,0.0097,,,,,
1,1,32.4,0.0098,,,,,
1,1,32.8,0.0096,,,,,
1,1,33.3,0.0098,,,,,
1,1,33.8,0.0099,,,,,
1,1,34.3,0.01,,,,,
1,1,34.9,0.0101,,,,,
1,1,35.2,0.0102,,,,,
1,1,35.7,0.0102,,,,,
1,1,36.2,0.0102,,,,,
1,1,36.7,0.0103,,,,,
1,1,37.2,0.0104,,,,,
1,1,37.7,0.0105,,,,,
1,1,38.2,0.0105,,,,,
1,1,38.7,0.0104,,,,,
1,1,39.2,0.0103,,,,,
1,1,39.7,0.0105,,,,,
1,1,40.1,0.0105,,,,,
1,1,40.6,0.0105,,,,,
1,1,41.2,0.0105,,,,,
1,1,41.6,0.0105,,,,,
1,1,42.2,0.0106,,,,,
1,1,42.7,0.0107,,,,,
1,1,43.1,0.0108,,,,,
1,1,43.7,0.011,,,,,
1,1,44.2,0.0111,,,,,
1,1,44.7,0.011,,,,,
1,1,45.1,0.0108,,,,,
1,1,45.6,0.0109,,,,,
1,1,46.1,0.0109,,,,,
1,1,46.6,0.0109,,,,,
1,1,47.2,0.0109,,,,,
1,1,47.6,0.0111,,,,,
1,1,48.1,0.0112,,,,,
1,1,48.6,0.0112,,,,,
1,1,49.1,0.0111,,,,,
1,1,49.6,0.0111,,,,,
1,1,50.1,0.0112,,,,,
1,1,50.6,0.0113,,,,,
1,1,51.1,0.0112,,,,,
1,1,51.6,0.0112,,,,,
1,1,52.1,0.0113,,,,,
1,1,52.6,0.0115,,,,,
1,1,53.1,0.0116,,,,,
1,1,53.6,0.0115,,,,,
1,1,54.1,0.0116,,,,,
1,1,54.6,0.0116,,,,,
1,1,55.1,0.0116,,,,,
1,1,55.6,0.0116,,,,,
1,1,56.1,0.0117,,,,,
1,1,56.6,0.0118,,,,,
1,1,57.1,0.0119,,,,,
1,1,57.5,0.012,,,,,
1,1,58.1,0.012,,,,,
1,1,58.6,0.012,,,,,
1,1,59.1,0.012,,,,,
1,1,59.6,0.0122,,,,,
1,1,60,0.0122,,,,,
1,1,60.5,0.0124,,,,,
1,1,61,0.0124,,,,,
1,1,61.5,0.0124,,,,,
1,1,62,0.0125,,,,,
1,1,62.5,0.0124,,,,,
1,1,63,0.0124,,,,,
1,1,63.5,0.0124,,,,,
1,1,64.1,0.0127,,,,,
1,1,64.5,0.0127,,,,,
1,1,65,0.0124,,,,,
1,1,65.5,0.0127,,,,,
1,1,66,0.0127,,,,,
1,1,66.5,0.0127,,,,,
1,1,66.9,0.0129,,,,,
1,1,67.5,0.013,,,,,
1,1,68,0.013,,,,,
1,1,68.5,0.0132,,,,,
1,1,69,0.0132,,,,,
1,1,69.5,0.0134,,,,,
1,1,70,0.0135,,,,,
1,1,70.5,0.0139,,,,,
1,1,71,0.0136,,,,,
1,1,71.4,0.0138,,,,,
1,1,72,0.0139,,,,,
1,1,72.4,0.0142,,,,,
1,1,73,0.0142,,,,,
1,1,73.5,0.0144,,,,,
