Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,19.9,0.0001,,,,,
1,1,20.1,-0.0006,,,,,
1,1,20.6,-0.0005,,,,,
1,1,21.2,-0.0003,,,,,
1,1,21.7,-0.0003,,,,,
1,1,22.3,-0.0003,,,,,
1,1,22.8,-0.0006,,,,,
1,1,23.3,-0.0006,,,,,
1,1,23.8,-0.0007,,,,,
1,1,24.3,-0.0006,,,,,
1,1,24.7,-0.0008,,,,,
1,1,25.2,-0.0009,,,,,
1,1,25.7,-0.0011,,,,,
1,1,26.2,-0.001,,,,,
1,1,26.7,-0.001,,,,,
1,1,27.2,-0.0011,,,,,
1,1,27.7,-0.001,,,,,
1,1,28.2,-0.001,,,,,
1,1,28.7,-0.0011,,,,,
1,1,29.2,-0.0012,,,,,
1,1,29.7,-0.001,,,,,
1,1,30.2,-0.0009,,,,,
1,1,30.7,-0.0008,,,,,
1,1,31.2,-0.0008,,,,,
1,1,31.6,-0.0008,,,,,
1,1,32.1,-0.001,,,,,
1,1,32.6,-0.0009,,,,,
1,1,33.1,-0.0008,,,,,
1,1,33.7,-0.0006,,,,,
1,1,34.1,-0.0011,,,,,
1,1,34.7,-0.0009,,,,,
1,1,35,-0.0006,,,,,
1,1,35.5,-0.0007,,,,,
1,1,36,-0.0005,,,,,
1,1,36.5,-0.0009,,,,,
1,1,37,-0.0006,,,,,
1,1,37.5,-0.0001,,,,,
1,1,38,-0.0006,,,,,
1,1,38.5,-0.0003,,,,,
1,1,39,-0.0002,,,,,
1,1,39.5,-0.0005,,,,,
1,1,40,-0.0005,,,,,
1,1,40.5,-0.0004,,,,,
1,1,41,-0.0005,,,,,
1,1,41.5,-0.0003,,,,,
1,1,42,0,,,,,
1,1,42.5,0,,,,,
1,1,43,0,,,,,
1,1,43.5,0,,,,,
1,1,44,0.0003,,,,,
1,1,44.5,0.0001,,,,,
1,1,45,0.0004,,,,,
1,1,45.5,0.0002,,,,,
1,1,46,0.0003,,,,,
1,1,46.5,0.0002,,,,,
1,1,47,0.0003,,,,,
1,1,47.5,0.0002,,,,,
1,1,48,0.0006,,,,,
1,1,48.4,0.0003,,,,,
1,1,49,0.0003,,,,,
1,1,49.5,0.0006,,,,,
1,1,50,0.0007,,,,,
1,1,50.5,0.0009,,,,,
1,1,50.9,0.001,,,,,
1,1,51.5,0.001,,,,,
1,1,52,0.0015,,,,,
1,1,52.5,0.0011,,,,,
1,1,53,0.0012,,,,,
1,1,53.5,0.0014,,,,,
1,1,54,0.0017,,,,,
1,1,54.5,0.0015,,,,,
1,1,54.9,0.0015,,,,,
1,1,55.4,0.0016,,,,,
1,1,55.9,0.0015,,,,,
1,1,56.5,0.0022,,,,,
1,1,56.9,0.0021,,,,,
1,1,57.5,0.002,,,,,
1,1,58,0.0023,,,,,
1,1,58.4,0.0023,,,,,
1,1,58.9,0.0025,,,,,
1,1,59.4,0.0024,,,,,
1,1,59.9,0.0028,,,,,
1,1,60.4,0.0028,,,,,
1,1,60.9,0.0027,,,,,
1,1,61.4,0.0029,,,,,
1,1,61.9,0.0031,,,,,
1,1,62.5,0.0034,,,,,
1,1,62.9,0.0037,,,,,
1,1,63.4,0.0034,,,,,
1,1,64,0.0041,,,,,
1,1,64.4,0.0038,,,,,
1,1,64.9,0.0043,,,,,
1,1,65.4,0.0041,,,,,
1,1,65.9,0.004,,,,,
1,1,66.4,0.0045,,,,,
1,1,66.9,0.0044,,,,,
1,1,67.4,0.0046,,,,,
1,1,67.9,0.0047,,,,,
1,1,68.4,0.0051,,,,,
1,1,68.9,0.0053,,,,,
1,1,69.4,0.0054,,,,,
1,1,69.8,0.0054,,,,,
1,1,70.3,0.0057,,,,,
1,1,70.9,0.006,,,,,
1,1,71.4,0.0063,,,,,
1,1,71.9,0.0063,,,,,
1,1,72.3,0.0064,,,,,
1,1,72.8,0.0066,,,,,
1,1,73.3,0.0067,,,,,
1,1,73.8,0.007,,,,,
1,1,74.3,0.0073,,,,,
1,1,74.9,0.0074,,,,,
1,1,75.3,0.0076,,,,,
1,1,75.8,0.008,,,,,
1,1,76.4,0.0082,,,,,
1,1,76.8,0.0082,,,,,
1,1,77.3,0.0085,,,,,
1,1,77.8,0.0087,,,,,
1,1,78.4,0.009,,,,,
1,1,78.7,0.0092,,,,,
1,1,79.4,0.0095,,,,,
2,0.1,19.9,1.1416,,,,,
2,0.1,20.1,1.1434,,,,,
2,0.1,20.6,1.144,,,,,
2,0.1,21.2,1.144,,,,,
2,0.1,21.7,1.144,,,,,
2,0.1,22.3,1.1446,,,,,
2,0.1,22.8,1.1476,,,,,
2,0.1,23.3,1.15,,,,,
2,0.1,23.8,1.1507,,,,,
2,0.1,24.3,1.1513,,,,,
2,0.1,24.7,1.1507,,,,,
2,0.1,25.2,1.1519,,,,,
2,0.1,25.7,1.1531,,,,,
2,0.1,26.2,1.1543,,,,,
2,0.1,26.7,1.1549,,,,,
2,0.1,27.2,1.1555,,,,,
2,0.1,27.7,1.1574,,,,,
2,0.1,28.2,1.1592,,,,,
2,0.1,28.7,1.1605,,,,,
2,0.1,29.2,1.1611,,,,,
2,0.1,29.7,1.163,,,,,
2,0.1,30.2,1.1636,,,,,
2,0.1,30.7,1.1655,,,,,
2,0.1,31.2,1.1673,,,,,
2,0.1,31.6,1.1686,,,,,
2,0.1,32.1,1.1711,,,,,
2,0.1,32.6,1.1731,,,,,
2,0.1,33.1,1.1724,,,,,
2,0.1,33.7,1.1743,,,,,
2,0.1,34.1,1.175,,,,,
2,0.1,34.7,1.1788,,,,,
2,0.1,35,1.1795,,,,,
2,0.1,35.5,1.1814,,,,,
2,0.1,36,1.1847,,,,,
2,0.1,36.5,1.186,,,,,
2,0.1,37,1.1893,,,,,
2,0.1,37.5,1.19,,,,,
2,0.1,38,1.192,,,,,
2,0.1,38.5,1.1947,,,,,
2,0.1,39,1.1974,,,,,
2,0.1,39.5,1.1994,,,,,
2,0.1,40,1.2014,,,,,
2,0.1,40.5,1.2062,,,,,
2,0.1,41,1.2076,,,,,
2,0.1,41.5,1.2118,,,,,
2,0.1,42,1.2153,,,,,
2,0.1,42.5,1.2195,,,,,
2,0.1,43,1.2245,,,,,
2,0.1,43.5,1.2281,,,,,
2,0.1,44,1.2332,,,,,
2,0.1,44.5,1.2384,,,,,
2,0.1,45,1.2436,,,,,
2,0.1,45.5,1.2489,,,,,
2,0.1,46,1.2566,,,,,
2,0.1,46.5,1.2613,,,,,
2,0.1,47,1.27,,,,,
2,0.1,47.5,1.2756,,,,,
2,0.1,48,1.2838,,,,,
2,0.1,48.4,1.2921,,,,,
2,0.1,49,1.3006,,,,,
2,0.1,49.5,1.3101,,,,,
2,0.1,50,1.3189,,,,,
2,0.1,50.5,1.3298,,,,,
2,0.1,50.9,1.339,,,,,
2,0.1,51.5,1.3476,,,,,
2,0.1,52,1.3572,,,,,
2,0.1,52.5,1.3681,,,,,
2,0.1,53,1.3762,,,,,
2,0.1,53.5,1.3875,,,,,
2,0.1,54,1.396,,,,,
2,0.1,54.5,1.4046,,,,,
2,0.1,54.9,1.4134,,,,,
2,0.1,55.4,1.419,,,,,
2,0.1,55.9,1.4281,,,,,
2,0.1,56.5,1.4339,,,,,
2,0.1,56.9,1.4409,,,,,
2,0.1,57.5,1.4493,,,,,
2,0.1,58,1.4517,,,,,
2,0.1,58.4,1.4553,,,,,
2,0.1,58.9,1.4615,,,,,
2,0.1,59.4,1.464,,,,,
2,0.1,59.9,1.4665,,,,,
2,0.1,60.4,1.4703,,,,,
2,0.1,60.9,1.4728,,,,,
2,0.1,61.4,1.4766,,,,,
2,0.1,61.9,1.4779,,,,,
2,0.1,62.5,1.4792,,,,,
2,0.1,62.9,1.4818,,,,,
2,0.1,63.4,1.4831,,,,,
2,0.1,64,1.4844,,,,,
2,0.1,64.4,1.4857,,,,,
2,0.1,64.9,1.4884,,,,,
2,0.1,65.4,1.4884,,,,,
2,0.1,65.9,1.4871,,,,,
2,0.1,66.4,1.4871,,,,,
2,0.1,66.9,1.4884,,,,,
2,0.1,67.4,1.4884,,,,,
2,0.1,67.9,1.4884,,,,,
2,0.1,68.4,1.491,,,,,
2,0.1,68.9,1.4923,,,,,
2,0.1,69.4,1.4923,,,,,
2,0.1,69.8,1.495,,,,,
2,0.1,70.3,1.495,,,,,
2,0.1,70.9,1.4964,,,,,
2,0.1,71.4,1.4977,,,,,
2,0.1,71.9,1.4991,,,,,
2,0.1,72.3,1.5004,,,,,
