Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,4.8,-0.0746,,,,,
1,1,4.8,-0.0748,,,,,
1,1,5.1,-0.0748,,,,,
1,1,5.2,-0.0748,,,,,
1,1,5.3,-0.0748,,,,,
1,1,5.4,-0.0747,,,,,
1,1,5.6,-0.0747,,,,,
1,1,6,-0.0746,,,,,
1,1,6.5,-0.0745,,,,,
1,1,6.9,-0.0746,,,,,
1,1,7.4,-0.0746,,,,,
1,1,7.8,-0.0746,,,,,
1,1,8.3,-0.0745,,,,,
1,1,8.8,-0.0743,,,,,
1,1,9.3,-0.0745,,,,,
1,1,9.7,-0.0743,,,,,
1,1,10.3,-0.0743,,,,,
1,1,10.7,-0.0743,,,,,
1,1,11.2,-0.0742,,,,,
1,1,11.7,-0.0742,,,,,
1,1,12.2,-0.0742,,,,,
1,1,12.6,-0.074,,,,,
1,1,13.1,-0.0741,,,,,
1,1,13.6,-0.0741,,,,,
1,1,14.1,-0.0741,,,,,
1,1,14.6,-0.0741,,,,,
1,1,15,-0.0742,,,,,
1,1,15.5,-0.0741,,,,,
1,1,15.9,-0.0739,,,,,
1,1,16.4,-0.0738,,,,,
1,1,16.9,-0.0738,,,,,
1,1,17.4,-0.0739,,,,,
1,1,17.8,-0.074,,,,,
1,1,18.3,-0.0739,,,,,
1,1,18.8,-0.074,,,,,
1,1,19.3,-0.0739,,,,,
1,1,19.8,-0.0739,,,,,
1,1,20.2,-0.074,,,,,
1,1,20.7,-0.074,,,,,
1,1,21.2,-0.0739,,,,,
1,1,21.8,-0.074,,,,,
1,1,22.3,-0.0738,,,,,
1,1,22.8,-0.0738,,,,,
1,1,23.3,-0.0738,,,,,
1,1,23.9,-0.0736,,,,,
1,1,24.3,-0.0737,,,,,
1,1,24.7,-0.0736,,,,,
1,1,25.2,-0.0736,,,,,
1,1,25.7,-0.0736,,,,,
1,1,26.2,-0.0735,,,,,
1,1,26.7,-0.0735,,,,,
1,1,27.1,-0.0735,,,,,
1,1,27.7,-0.0735,,,,,
1,1,28.1,-0.0734,,,,,
1,1,28.7,-0.0734,,,,,
1,1,29.1,-0.0733,,,,,
1,1,29.6,-0.0731,,,,,
1,1,30.1,-0.0731,,,,,
1,1,30.6,-0.0731,,,,,
1,1,31.1,-0.0731,,,,,
1,1,31.6,-0.073,,,,,
