Sample,Pathlength,Temperature,Absorbance, ,, ,, 
1,1,3.9,-0.0008,,,,,
1,1,3.9,-0.0008,,,,,
1,1,3.9,-0.0007,,,,,
1,1,3.9,-0.0008,,,,,
1,1,4.3,-0.0005,,,,,
1,1,4.8,-0.0007,,,,,
1,1,5.2,-0.0008,,,,,
1,1,5.7,-0.0008,,,,,
1,1,6.2,-0.001,,,,,
1,1,6.6,-0.001,,,,,
1,1,7.1,-0.0009,,,,,
1,1,7.6,-0.0002,,,,,
1,1,8.1,0,,,,,
1,1,8.5,0,,,,,
1,1,9,-0.0002,,,,,
1,1,9.5,-0.0004,,,,,
1,1,10.1,-0.0008,,,,,
1,1,10.6,-0.0007,,,,,
1,1,11,-0.0007,,,,,
1,1,11.5,-0.0003,,,,,
1,1,12,-0.0002,,,,,
1,1,12.5,-0.0005,,,,,
1,1,12.9,-0.0002,,,,,
1,1,13.4,0.0002,,,,,
1,1,13.9,-0.0001,,,,,
1,1,14.4,0,,,,,
1,1,14.8,0.0001,,,,,
1,1,15.3,-0.0003,,,,,
1,1,15.8,-0.0005,,,,,
1,1,16.3,-0.0002,,,,,
1,1,16.7,-0.0001,,,,,
1,1,17.2,0,,,,,
1,1,17.7,0,,,,,
1,1,18.2,0.0001,,,,,
1,1,18.6,0.0001,,,,,
1,1,19.1,0.0002,,,,,
1,1,19.6,0,,,,,
1,1,20.1,0.0001,,,,,
1,1,20.7,-0.0001,,,,,
1,1,21.2,0,,,,,
1,1,21.7,0.0002,,,,,
1,1,22.2,0.0001,,,,,
1,1,22.8,0,,,,,
1,1,23.2,0.0004,,,,,
1,1,23.7,0.0004,,,,,
1,1,24.2,0.0003,,,,,
1,1,24.7,0.0003,,,,,
1,1,25.2,0.0004,,,,,
1,1,25.6,0.0003,,,,,
1,1,26.1,0.0006,,,,,
1,1,26.6,0.001,,,,,
1,1,27.1,0.0007,,,,,
1,1,27.6,0.0008,,,,,
1,1,28.1,0.0007,,,,,
1,1,28.6,0.0004,,,,,
1,1,29.1,0.0006,,,,,
1,1,29.6,0.001,,,,,
1,1,30.1,0.0011,,,,,
1,1,30.6,0.0012,,,,,
1,1,31.1,0.0008,,,,,
1,1,31.6,0.001,,,,,
1,1,32.1,0.0012,,,,,
1,1,32.6,0.001,,,,,
1,1,33,0.001,,,,,
1,1,33.5,0.0013,,,,,
1,1,34,0.0013,,,,,
1,1,34.5,0.0014,,,,,
1,1,35.1,0.0018,,,,,
1,1,35.5,0.0013,,,,,
1,1,36,0.0016,,,,,
1,1,36.5,0.0014,,,,,
1,1,37,0.0016,,,,,
1,1,37.4,0.0018,,,,,
1,1,37.9,0.0015,,,,,
1,1,38.4,0.0022,,,,,
1,1,38.9,0.002,,,,,
1,1,39.4,0.0016,,,,,
1,1,39.9,0.0019,,,,,
1,1,40.4,0.0018,,,,,
1,1,40.9,0.0022,,,,,
1,1,41.4,0.002,,,,,
1,1,41.9,0.0021,,,,,
1,1,42.4,0.0023,,,,,
1,1,42.9,0.0022,,,,,
1,1,43.4,0.0026,,,,,
1,1,43.8,0.0021,,,,,
2,0.1,3.9,2.1584,,,,,
2,0.1,3.9,2.1644,,,,,
2,0.1,3.9,2.1584,,,,,
2,0.1,3.9,2.1584,,,,,
2,0.1,4.3,2.1644,,,,,
2,0.1,4.8,2.1644,,,,,
2,0.1,5.2,2.1706,,,,,
2,0.1,5.7,2.1768,,,,,
2,0.1,6.2,2.1768,,,,,
2,0.1,6.6,2.1832,,,,,
2,0.1,7.1,2.1896,,,,,
2,0.1,7.6,2.1962,,,,,
2,0.1,8.1,2.2095,,,,,
2,0.1,8.5,2.2095,,,,,
2,0.1,9,2.2164,,,,,
2,0.1,9.5,2.2233,,,,,
2,0.1,10.1,2.2304,,,,,
2,0.1,10.6,2.2375,,,,,
2,0.1,11,2.2448,,,,,
2,0.1,11.5,2.2523,,,,,
2,0.1,12,2.2598,,,,,
2,0.1,12.5,2.2675,,,,,
2,0.1,12.9,2.2833,,,,,
2,0.1,13.4,2.2997,,,,,
2,0.1,13.9,2.2997,,,,,
2,0.1,14.4,2.3081,,,,,
2,0.1,14.8,2.3255,,,,,
2,0.1,15.3,2.3255,,,,,
2,0.1,15.8,2.3436,,,,,
2,0.1,16.3,2.3529,,,,,
2,0.1,16.7,2.3625,,,,,
2,0.1,17.2,2.3822,,,,,
2,0.1,17.7,2.3924,,,,,
2,0.1,18.2,2.4029,,,,,
2,0.1,18.6,2.4136,,,,,
2,0.1,19.1,2.4246,,,,,
2,0.1,19.6,2.4594,,,,,
2,0.1,20.1,2.4716,,,,,
2,0.1,20.7,2.4972,,,,,
2,0.1,21.2,2.5105,,,,,
2,0.1,21.7,2.5386,,,,,
2,0.1,22.2,2.5533,,,,,
2,0.1,22.8,2.5843,,,,,
2,0.1,23.2,2.6007,,,,,
2,0.1,23.7,2.6178,,,,,
2,0.1,24.2,2.654,,,,,
2,0.1,24.7,2.6733,,,,,
2,0.1,25.2,2.6935,,,,,
2,0.1,25.6,2.6935,,,,,
2,0.1,26.1,2.7369,,,,,
2,0.1,26.6,2.7604,,,,,
2,0.1,27.1,2.7852,,,,,
2,0.1,27.6,2.8116,,,,,
2,0.1,28.1,2.8116,,,,,
2,0.1,28.6,2.8396,,,,,
2,0.1,29.1,2.8396,,,,,
2,0.1,29.6,2.8696,,,,,
2,0.1,30.1,2.9018,,,,,
2,0.1,30.6,2.9018,,,,,
2,0.1,31.1,2.9018,,,,,
2,0.1,31.6,2.9365,,,,,
2,0.1,32.1,2.9365,,,,,
2,0.1,32.6,2.9365,,,,,
2,0.1,33,2.9365,,,,,
2,0.1,33.5,2.9743,,,,,
2,0.1,34,2.9365,,,,,
2,0.1,34.5,2.9365,,,,,
2,0.1,35.1,2.9743,,,,,
2,0.1,35.5,2.9743,,,,,
2,0.1,36,2.9743,,,,,
2,0.1,36.5,2.9743,,,,,
2,0.1,37,2.9743,,,,,
2,0.1,37.4,3.0157,,,,,
2,0.1,37.9,3.0157,,,,,
2,0.1,38.4,2.9743,,,,,
2,0.1,38.9,2.9743,,,,,
2,0.1,39.4,3.0157,,,,,
2,0.1,39.9,3.0157,,,,,
2,0.1,40.4,3.0157,,,,,
2,0.1,40.9,2.9743,,,,,
2,0.1,41.4,3.0157,,,,,
2,0.1,41.9,3.0157,,,,,
2,0.1,42.4,2.9743,,,,,
2,0.1,42.9,3.0157,,,,,
2,0.1,43.4,2.9743,,,,,
2,0.1,43.8,3.0157,,,,,
3,0.5,3.9,1.8886,,,,,
3,0.5,3.9,1.8854,,,,,
3,0.5,3.9,1.8854,,,,,
3,0.5,3.9,1.8822,,,,,
3,0.5,4.3,1.8886,,,,,
3,0.5,4.8,1.8951,,,,,
3,0.5,5.2,1.8984,,,,,
3,0.5,5.7,1.9051,,,,,
3,0.5,6.2,1.9085,,,,,
3,0.5,6.6,1.9153,,,,,
3,0.5,7.1,1.9188,,,,,
3,0.5,7.6,1.9258,,,,,
3,0.5,8.1,1.9329,,,,,
3,0.5,8.5,1.9401,,,,,
3,0.5,9,1.9438,,,,,
3,0.5,9.5,1.9512,,,,,
3,0.5,10.1,1.9626,,,,,
3,0.5,10.6,1.9704,,,,,
3,0.5,11,1.9823,,,,,
3,0.5,11.5,1.9945,,,,,
3,0.5,12,1.9987,,,,,
3,0.5,12.5,2.0114,,,,,
3,0.5,12.9,2.0289,,,,,
3,0.5,13.4,2.038,,,,,
3,0.5,13.9,2.0519,,,,,
3,0.5,14.4,2.0567,,,,,
3,0.5,14.8,2.0712,,,,,
3,0.5,15.3,2.0863,,,,,
3,0.5,15.8,2.1019,,,,,
3,0.5,16.3,2.1126,,,,,
3,0.5,16.7,2.1349,,,,,
3,0.5,17.2,2.1524,,,,,
3,0.5,17.7,2.1644,,,,,
3,0.5,18.2,2.1832,,,,,
3,0.5,18.6,2.2028,,,,,
3,0.5,19.1,2.2233,,,,,
3,0.5,19.6,2.2448,,,,,
3,0.5,20.1,2.2675,,,,,
3,0.5,20.7,2.2833,,,,,
3,0.5,21.2,2.2997,,,,,
3,0.5,21.7,2.3255,,,,,
3,0.5,22.2,2.3436,,,,,
3,0.5,22.8,2.3625,,,,,
3,0.5,23.2,2.3924,,,,,
3,0.5,23.7,2.3924,,,,,
3,0.5,24.2,2.4246,,,,,
3,0.5,24.7,2.4359,,,,,
3,0.5,25.2,2.4359,,,,,
3,0.5,25.6,2.4475,,,,,
3,0.5,26.1,2.4842,,,,,
3,0.5,26.6,2.4842,,,,,
3,0.5,27.1,2.4842,,,,,
3,0.5,27.6,2.4972,,,,,
3,0.5,28.1,2.5105,,,,,
3,0.5,28.6,2.5243,,,,,
3,0.5,29.1,2.5243,,,,,
3,0.5,29.6,2.5243,,,,,
3,0.5,30.1,2.5243,,,,,
3,0.5,30.6,2.5386,,,,,
3,0.5,31.1,2.5386,,,,,
3,0.5,31.6,2.5386,,,,,
3,0.5,32.1,2.5685,,,,,
3,0.5,32.6,2.5386,,,,,
3,0.5,33,2.5386,,,,,
3,0.5,33.5,2.5533,,,,,
3,0.5,34,2.5533,,,,,
3,0.5,34.5,2.5533,,,,,
3,0.5,35.1,2.5685,,,,,
3,0.5,35.5,2.5386,,,,,
3,0.5,36,2.5685,,,,,
3,0.5,36.5,2.5533,,,,,
3,0.5,37,2.5533,,,,,
3,0.5,37.4,2.5533,,,,,
3,0.5,37.9,2.5685,,,,,
3,0.5,38.4,2.5685,,,,,
3,0.5,38.9,2.5685,,,,,
3,0.5,39.4,2.5533,,,,,
3,0.5,39.9,2.5685,,,,,
3,0.5,40.4,2.5843,,,,,
3,0.5,40.9,2.5685,,,,,
3,0.5,41.4,2.5685,,,,,
3,0.5,41.9,2.5685,,,,,
3,0.5,42.4,2.5685,,,,,
3,0.5,42.9,2.5843,,,,,
3,0.5,43.4,2.5843,,,,,
3,0.5,43.8,2.5685,,,,,
4,1,3.9,0.8928,,,,,
4,1,3.9,0.8928,,,,,
4,1,3.9,0.8922,,,,,
4,1,3.9,0.8932,,,,,
4,1,4.3,0.8958,,,,,
4,1,4.8,0.8988,,,,,
4,1,5.2,0.9018,,,,,
4,1,5.7,0.9054,,,,,
4,1,6.2,0.9088,,,,,
4,1,6.6,0.9126,,,,,
4,1,7.1,0.9167,,,,,
4,1,7.6,0.9212,,,,,
4,1,8.1,0.9254,,,,,
4,1,8.5,0.93,,,,,
4,1,9,0.9351,,,,,
4,1,9.5,0.9409,,,,,
4,1,10.1,0.9471,,,,,
4,1,10.6,0.9539,,,,,
4,1,11,0.9607,,,,,
4,1,11.5,0.9673,,,,,
4,1,12,0.9743,,,,,
4,1,12.5,0.9811,,,,,
4,1,12.9,0.9896,,,,,
4,1,13.4,0.9962,,,,,
4,1,13.9,1.0037,,,,,
4,1,14.4,1.0118,,,,,
4,1,14.8,1.0214,,,,,
4,1,15.3,1.0294,,,,,
4,1,15.8,1.0375,,,,,
4,1,16.3,1.0472,,,,,
4,1,16.7,1.0552,,,,,
4,1,17.2,1.0634,,,,,
4,1,17.7,1.0722,,,,,
4,1,18.2,1.0802,,,,,
4,1,18.6,1.0888,,,,,
4,1,19.1,1.0961,,,,,
4,1,19.6,1.1051,,,,,
4,1,20.1,1.1121,,,,,
4,1,20.7,1.1192,,,,,
4,1,21.2,1.1258,,,,,
4,1,21.7,1.1315,,,,,
4,1,22.2,1.1366,,,,,
4,1,22.8,1.1424,,,,,
4,1,23.2,1.1465,,,,,
4,1,23.7,1.15,,,,,
4,1,24.2,1.153,,,,,
4,1,24.7,1.1566,,,,,
4,1,25.2,1.1596,,,,,
4,1,25.6,1.1614,,,,,
4,1,26.1,1.1638,,,,,
4,1,26.6,1.1663,,,,,
4,1,27.1,1.1675,,,,,
4,1,27.6,1.1687,,,,,
4,1,28.1,1.1712,,,,,
4,1,28.6,1.1718,,,,,
4,1,29.1,1.1737,,,,,
4,1,29.6,1.1743,,,,,
4,1,30.1,1.175,,,,,
4,1,30.6,1.1756,,,,,
4,1,31.1,1.1762,,,,,
4,1,31.6,1.1775,,,,,
4,1,32.1,1.1781,,,,,
4,1,32.6,1.1781,,,,,
4,1,33,1.1794,,,,,
4,1,33.5,1.1794,,,,,
4,1,34,1.18,,,,,
4,1,34.5,1.1819,,,,,
4,1,35.1,1.1819,,,,,
4,1,35.5,1.1819,,,,,
4,1,36,1.1825,,,,,
